Abbrev,CountryName,ElementName,Year,Evenness
Argentina,Argentina,Calories,1998,0.611699716
Australia,Australia,Calories,1998,0.69089334
Austria,Austria,Calories,1998,0.711142849
Bahamas,Bahamas,Calories,1998,0.725071996
Bangladesh,Bangladesh,Calories,1998,0.356257038
Barbados,Barbados,Calories,1998,0.678723257
Belgium-Luxembourg,Belg-Lux,Calories,1998,0.705381702
Belize,Belize,Calories,1998,0.680370062
Benin,Benin,Calories,1998,0.673628994
Bermuda,Bermuda,Calories,1998,0.782986353
Bolivia (Plurinational State of),Bolivia,Calories,1998,0.697309006
Botswana,Botswana,Calories,1998,0.71317724
Brazil,Brazil,Calories,1998,0.664349948
Brunei Darussalam,Brunei Dar.,Calories,1998,0.639664486
Bulgaria,Bulgaria,Calories,1998,0.566991532
Burkina Faso,Burkina Faso,Calories,1998,0.657494217
Burundi,Burundi,Calories,1998,0.729946435
Cambodia,Cambodia,Calories,1998,0.282826868
Cameroon,Cameroon,Calories,1998,0.776211427
Canada,Canada,Calories,1998,0.67247073
Cape Verde,Cape Verde,Calories,1998,0.691601264
Central African Republic,C. Af. Rep,Calories,1998,0.777366649
Chad,Chad,Calories,1998,0.789006503
Chile,Chile,Calories,1998,0.588284299
China,China,Calories,1998,0.569631217
Colombia,Colombia,Calories,1998,0.699744102
Comoros,Comoros,Calories,1998,0.617662152
Congo,Congo,Calories,1998,0.635819315
Costa Rica,Costa Rica,Calories,1998,0.665804261
C“te d'Ivoire,Ivory Coast,Calories,1998,0.671714059
Cuba,Cuba,Calories,1998,0.66960702
Cyprus,Cyprus,Calories,1998,0.705885496
Czechoslovakia,Czech.,Calories,1998,0.641116687
Democratic People's Republic of Korea,North Korea,Calories,1998,0.642346871
Denmark,Denmark,Calories,1998,0.685643986
Djibouti,Djibouti,Calories,1998,0.563613845
Dominica,Dominica,Calories,1998,0.760588373
Dominican Republic,Dom. Rep.,Calories,1998,0.699776235
Ecuador,Ecuador,Calories,1998,0.657516827
Egypt,Egypt,Calories,1998,0.577482166
El Salvador,El Salvador,Calories,1998,0.612144716
Ethiopia PDR,Ethiopia,Calories,1998,0.662490843
Fiji,Fiji,Calories,1998,0.639310198
Finland,Finland,Calories,1998,0.669164738
France,France,Calories,1998,0.678173231
French Polynesia,Frch. Polyn.,Calories,1998,0.699168139
Gabon,Gabon,Calories,1998,0.70766061
Gambia,Gambia,Calories,1998,0.746246577
Germany,Germany,Calories,1998,0.748982852
Ghana,Ghana,Calories,1998,0.705393313
Greece,Greece,Calories,1998,0.660547152
Grenada,Grenada,Calories,1998,0.727394395
Guatemala,Guatemala,Calories,1998,0.532956673
Guinea,Guinea,Calories,1998,0.664948299
Guinea-Bissau,Guinea-Biss.,Calories,1998,0.631162951
Guyana,Guyana,Calories,1998,0.595921203
Haiti,Haiti,Calories,1998,0.761401361
Honduras,Honduras,Calories,1998,0.569993657
Hungary,Hungary,Calories,1998,0.647754645
Iceland,Iceland,Calories,1998,0.646362384
India,India,Calories,1998,0.618837867
Indonesia,Indonesia,Calories,1998,0.527884886
Iran (Islamic Republic of),Iran,Calories,1998,0.559899989
Ireland,Ireland,Calories,1998,0.688237286
Israel,Israel,Calories,1998,0.707799797
Italy,Italy,Calories,1998,0.648862942
Jamaica,Jamaica,Calories,1998,0.67583162
Japan,Japan,Calories,1998,0.668987223
Jordan,Jordan,Calories,1998,0.5399729
Kenya,Kenya,Calories,1998,0.613387802
Kiribati,Kiribati,Calories,1998,0.634950827
Kuwait,Kuwait,Calories,1998,0.673835948
Lao People's Democratic Republic,Laos,Calories,1998,0.373374576
Lebanon,Lebanon,Calories,1998,0.674060279
Lesotho,Lesotho,Calories,1998,0.512638233
Liberia,Liberia,Calories,1998,0.695349822
Libya,Libya,Calories,1998,0.612454996
Madagascar,Madagascar,Calories,1998,0.509944896
Malawi,Malawi,Calories,1998,0.516208539
Malaysia,Malaysia,Calories,1998,0.591496273
Maldives,Maldives,Calories,1998,0.595740248
Mali,Mali,Calories,1998,0.662392034
Malta,Malta,Calories,1998,0.615062836
Mauritania,Mauritania,Calories,1998,0.625955078
Mauritius,Mauritius,Calories,1998,0.590510645
Mexico,Mexico,Calories,1998,0.574685232
Mongolia,Mongolia,Calories,1998,0.357608855
Morocco,Morocco,Calories,1998,0.573699401
Mozambique,Mozambique,Calories,1998,0.587543728
Myanmar,Myanmar,Calories,1998,0.428822034
Namibia,Namibia,Calories,1998,0.658028093
Nepal,Nepal,Calories,1998,0.627895162
Netherlands,Netherlands,Calories,1998,0.688872449
New Caledonia,New Caledon.,Calories,1998,0.694351781
New Zealand,New Zealand,Calories,1998,0.647489438
Nicaragua,Nicaragua,Calories,1998,0.635229883
Niger,Niger,Calories,1998,0.581783756
Nigeria,Nigeria,Calories,1998,0.79507263
Norway,Norway,Calories,1998,0.617219058
Pakistan,Pakistan,Calories,1998,0.525818239
Panama,Panama,Calories,1998,0.65423061
Paraguay,Paraguay,Calories,1998,0.715808995
Peru,Peru,Calories,1998,0.715666967
Philippines,Philippines,Calories,1998,0.556389283
Poland,Poland,Calories,1998,0.636084102
Portugal,Portugal,Calories,1998,0.74043336
Republic of Korea,South Korea,Calories,1998,0.629334088
Romania,Romania,Calories,1998,0.579352892
Rwanda,Rwanda,Calories,1998,0.757811289
Saint Kitts and Nevis,St. Kitts,Calories,1998,0.671039856
Saint Lucia,Saint Lucia,Calories,1998,0.647941486
Saint Vincent and the Grenadines,St. Vincent,Calories,1998,0.679054606
Samoa,Samoa,Calories,1998,0.685882232
Sao Tome and Principe,Sao Tome,Calories,1998,0.772157028
Saudi Arabia,Saudi Arabia,Calories,1998,0.614195656
Senegal,Senegal,Calories,1998,0.64428701
Seychelles,Seychelles,Calories,1998,0.714072911
Sierra Leone,Sierra Leone,Calories,1998,0.623633315
Solomon Islands,Solomon Isl.,Calories,1998,0.677191989
South Africa,South Africa,Calories,1998,0.560412009
Spain,Spain,Calories,1998,0.70171034
Sri Lanka,Sri Lanka,Calories,1998,0.521876198
Sudan (former),Sudan,Calories,1998,0.58683766
Suriname,Suriname,Calories,1998,0.617916343
Swaziland,Swaziland,Calories,1998,0.624666766
Sweden,Sweden,Calories,1998,0.665266079
Switzerland,Switzerland,Calories,1998,0.70674561
Syrian Arab Republic,Syria,Calories,1998,0.563724816
Thailand,Thailand,Calories,1998,0.570585998
Timor-Leste,Timor-Leste,Calories,1998,0.626747265
Togo,Togo,Calories,1998,0.679120669
Trinidad and Tobago,Trin. & Tob.,Calories,1998,0.630351832
Tunisia,Tunisia,Calories,1998,0.49228668
Turkey,Turkey,Calories,1998,0.608431549
Uganda,Uganda,Calories,1998,0.746962699
United Arab Emirates,Un. Arab Em.,Calories,1998,0.66019782
United Kingdom,UK,Calories,1998,0.677029145
United Republic of Tanzania,Tanzania,Calories,1998,0.668783492
United States of America,USA,Calories,1998,0.681179438
Uruguay,Uruguay,Calories,1998,0.645145375
USSR,USSR,Calories,1998,0.518705653
Vanuatu,Vanuatu,Calories,1998,0.692875935
Venezuela (Bolivarian Republic of),Venezuela,Calories,1998,0.669118354
Viet Nam,Vietnam,Calories,1998,0.387272677
Yemen,Yemen,Calories,1998,0.51866527
Yugoslav SFR,Yugoslavia,Calories,1998,0.650918811
Zambia,Zambia,Calories,1998,0.466259751
Zimbabwe,Zimbabwe,Calories,1998,0.554658214
Albania,Albania,Calories,1999,0.496212106
Algeria,Algeria,Calories,1999,0.499551325
Angola,Angola,Calories,1999,0.639447021
Antigua and Barbuda,Ant. & Barb.,Calories,1999,0.66153854
Argentina,Argentina,Calories,1999,0.618241928
Australia,Australia,Calories,1999,0.699374142
Austria,Austria,Calories,1999,0.736950575
Bahamas,Bahamas,Calories,1999,0.73416378
Bangladesh,Bangladesh,Calories,1999,0.344119078
Barbados,Barbados,Calories,1999,0.690456295
Belgium-Luxembourg,Belg-Lux,Calories,1999,0.701260934
Belize,Belize,Calories,1999,0.696269414
Benin,Benin,Calories,1999,0.678947256
Bermuda,Bermuda,Calories,1999,0.762433421
Bolivia (Plurinational State of),Bolivia,Calories,1999,0.698410809
Botswana,Botswana,Calories,1999,0.708369248
Brazil,Brazil,Calories,1999,0.678117647
Brunei Darussalam,Brunei Dar.,Calories,1999,0.629288132
Bulgaria,Bulgaria,Calories,1999,0.568224051
Burkina Faso,Burkina Faso,Calories,1999,0.664186141
Burundi,Burundi,Calories,1999,0.733066959
Cambodia,Cambodia,Calories,1999,0.309930659
Cameroon,Cameroon,Calories,1999,0.783679482
Canada,Canada,Calories,1999,0.691735887
Cape Verde,Cape Verde,Calories,1999,0.685059691
Central African Republic,C. Af. Rep,Calories,1999,0.779693859
Chad,Chad,Calories,1999,0.764422424
Chile,Chile,Calories,1999,0.594347121
China,China,Calories,1999,0.568570572
Colombia,Colombia,Calories,1999,0.700362177
Comoros,Comoros,Calories,1999,0.620261969
Congo,Congo,Calories,1999,0.645750155
Costa Rica,Costa Rica,Calories,1999,0.681618385
C“te d'Ivoire,Ivory Coast,Calories,1999,0.672969599
Cuba,Cuba,Calories,1999,0.669585713
Cyprus,Cyprus,Calories,1999,0.709305776
Czechoslovakia,Czech.,Calories,1999,0.64825648
Democratic People's Republic of Korea,North Korea,Calories,1999,0.649018971
Denmark,Denmark,Calories,1999,0.692377682
Djibouti,Djibouti,Calories,1999,0.551668731
Dominica,Dominica,Calories,1999,0.762936816
Dominican Republic,Dom. Rep.,Calories,1999,0.710986547
Ecuador,Ecuador,Calories,1999,0.660667131
Egypt,Egypt,Calories,1999,0.587299655
El Salvador,El Salvador,Calories,1999,0.631686121
Ethiopia PDR,Ethiopia,Calories,1999,0.662010038
Fiji,Fiji,Calories,1999,0.629767154
Finland,Finland,Calories,1999,0.671318328
France,France,Calories,1999,0.677283047
French Polynesia,Frch. Polyn.,Calories,1999,0.700718701
Gabon,Gabon,Calories,1999,0.721906102
Gambia,Gambia,Calories,1999,0.74937298
Germany,Germany,Calories,1999,0.749275329
Ghana,Ghana,Calories,1999,0.710165574
Greece,Greece,Calories,1999,0.66911733
Grenada,Grenada,Calories,1999,0.720174107
Guatemala,Guatemala,Calories,1999,0.550195012
Guinea,Guinea,Calories,1999,0.664527409
Guinea-Bissau,Guinea-Biss.,Calories,1999,0.649422658
Guyana,Guyana,Calories,1999,0.603617553
Haiti,Haiti,Calories,1999,0.748134086
Honduras,Honduras,Calories,1999,0.578987197
Hungary,Hungary,Calories,1999,0.647926648
Iceland,Iceland,Calories,1999,0.641716595
India,India,Calories,1999,0.619577066
Indonesia,Indonesia,Calories,1999,0.531094276
Iran (Islamic Republic of),Iran,Calories,1999,0.558326447
Ireland,Ireland,Calories,1999,0.672799813
Israel,Israel,Calories,1999,0.696525269
Italy,Italy,Calories,1999,0.657603158
Jamaica,Jamaica,Calories,1999,0.691831378
Japan,Japan,Calories,1999,0.667359407
Jordan,Jordan,Calories,1999,0.540417039
Kenya,Kenya,Calories,1999,0.623824364
Kiribati,Kiribati,Calories,1999,0.646969372
Kuwait,Kuwait,Calories,1999,0.682294817
Lao People's Democratic Republic,Laos,Calories,1999,0.369365557
Lebanon,Lebanon,Calories,1999,0.674365362
Lesotho,Lesotho,Calories,1999,0.515290443
Liberia,Liberia,Calories,1999,0.685036368
Libya,Libya,Calories,1999,0.605407898
Madagascar,Madagascar,Calories,1999,0.511855353
Malawi,Malawi,Calories,1999,0.525903449
Malaysia,Malaysia,Calories,1999,0.602079719
Maldives,Maldives,Calories,1999,0.586154832
Mali,Mali,Calories,1999,0.666048009
Malta,Malta,Calories,1999,0.618656835
Mauritania,Mauritania,Calories,1999,0.634072377
Mauritius,Mauritius,Calories,1999,0.597086787
Mexico,Mexico,Calories,1999,0.571559058
Mongolia,Mongolia,Calories,1999,0.348401362
Morocco,Morocco,Calories,1999,0.563963327
Mozambique,Mozambique,Calories,1999,0.598996623
Myanmar,Myanmar,Calories,1999,0.448894332
Namibia,Namibia,Calories,1999,0.621270152
Nepal,Nepal,Calories,1999,0.627200776
Netherlands,Netherlands,Calories,1999,0.71226847
New Caledonia,New Caledon.,Calories,1999,0.662943771
New Zealand,New Zealand,Calories,1999,0.656812648
Nicaragua,Nicaragua,Calories,1999,0.643971666
Niger,Niger,Calories,1999,0.537068529
Nigeria,Nigeria,Calories,1999,0.791932684
Norway,Norway,Calories,1999,0.645192045
Pakistan,Pakistan,Calories,1999,0.532431331
Panama,Panama,Calories,1999,0.681292544
Paraguay,Paraguay,Calories,1999,0.740404987
Peru,Peru,Calories,1999,0.719613338
Philippines,Philippines,Calories,1999,0.551285174
Poland,Poland,Calories,1999,0.619975677
Portugal,Portugal,Calories,1999,0.739513386
Republic of Korea,South Korea,Calories,1999,0.636279551
Romania,Romania,Calories,1999,0.589998845
Rwanda,Rwanda,Calories,1999,0.740634011
Saint Kitts and Nevis,St. Kitts,Calories,1999,0.674780219
Saint Lucia,Saint Lucia,Calories,1999,0.657061034
Saint Vincent and the Grenadines,St. Vincent,Calories,1999,0.679636249
Samoa,Samoa,Calories,1999,0.685163176
Sao Tome and Principe,Sao Tome,Calories,1999,0.780845385
Saudi Arabia,Saudi Arabia,Calories,1999,0.612854585
Senegal,Senegal,Calories,1999,0.644038474
Seychelles,Seychelles,Calories,1999,0.714716533
Sierra Leone,Sierra Leone,Calories,1999,0.571960198
Solomon Islands,Solomon Isl.,Calories,1999,0.672588477
South Africa,South Africa,Calories,1999,0.575522236
Spain,Spain,Calories,1999,0.707539499
Sri Lanka,Sri Lanka,Calories,1999,0.523060482
Sudan (former),Sudan,Calories,1999,0.588129424
Suriname,Suriname,Calories,1999,0.603011068
Swaziland,Swaziland,Calories,1999,0.638716383
Sweden,Sweden,Calories,1999,0.667389902
Switzerland,Switzerland,Calories,1999,0.681983998
Syrian Arab Republic,Syria,Calories,1999,0.575597012
Thailand,Thailand,Calories,1999,0.586703835
Timor-Leste,Timor-Leste,Calories,1999,0.636180547
Togo,Togo,Calories,1999,0.678487536
Trinidad and Tobago,Trin. & Tob.,Calories,1999,0.629964744
Tunisia,Tunisia,Calories,1999,0.520715926
Turkey,Turkey,Calories,1999,0.593488856
Uganda,Uganda,Calories,1999,0.765360399
United Arab Emirates,Un. Arab Em.,Calories,1999,0.656869701
United Kingdom,UK,Calories,1999,0.671823631
United Republic of Tanzania,Tanzania,Calories,1999,0.667269715
United States of America,USA,Calories,1999,0.685114597
Uruguay,Uruguay,Calories,1999,0.649870991
USSR,USSR,Calories,1999,0.523068407
Vanuatu,Vanuatu,Calories,1999,0.687961566
Venezuela (Bolivarian Republic of),Venezuela,Calories,1999,0.675306925
Viet Nam,Vietnam,Calories,1999,0.401220373
Yemen,Yemen,Calories,1999,0.524516532
Yugoslav SFR,Yugoslavia,Calories,1999,0.644940096
Zambia,Zambia,Calories,1999,0.482280205
Zimbabwe,Zimbabwe,Calories,1999,0.551995079
Albania,Albania,Calories,2000,0.541131375
Algeria,Algeria,Calories,2000,0.523944556
Angola,Angola,Calories,2000,0.638541991
Antigua and Barbuda,Ant. & Barb.,Calories,2000,0.667900318
Argentina,Argentina,Calories,2000,0.605682039
Australia,Australia,Calories,2000,0.701623691
Austria,Austria,Calories,2000,0.726227546
Bahamas,Bahamas,Calories,2000,0.741908108
Bangladesh,Bangladesh,Calories,2000,0.347877426
Barbados,Barbados,Calories,2000,0.686925009
Belgium-Luxembourg,Belg-Lux,Calories,2000,0.668762695
Belize,Belize,Calories,2000,0.699108247
Benin,Benin,Calories,2000,0.672273073
Bermuda,Bermuda,Calories,2000,0.776406822
Bolivia (Plurinational State of),Bolivia,Calories,2000,0.691601751
Botswana,Botswana,Calories,2000,0.718509055
Brazil,Brazil,Calories,2000,0.678374084
Brunei Darussalam,Brunei Dar.,Calories,2000,0.628199475
Bulgaria,Bulgaria,Calories,2000,0.578075466
Burkina Faso,Burkina Faso,Calories,2000,0.639272743
Burundi,Burundi,Calories,2000,0.726769782
Cambodia,Cambodia,Calories,2000,0.296447999
Cameroon,Cameroon,Calories,2000,0.787796154
Canada,Canada,Calories,2000,0.686187555
Cape Verde,Cape Verde,Calories,2000,0.680158809
Central African Republic,C. Af. Rep,Calories,2000,0.772091128
Chad,Chad,Calories,2000,0.764699254
Chile,Chile,Calories,2000,0.598630011
China,China,Calories,2000,0.571312229
Colombia,Colombia,Calories,2000,0.694740313
Comoros,Comoros,Calories,2000,0.630608764
Congo,Congo,Calories,2000,0.643336902
Costa Rica,Costa Rica,Calories,2000,0.655023309
C“te d'Ivoire,Ivory Coast,Calories,2000,0.677173828
Cuba,Cuba,Calories,2000,0.686539657
Cyprus,Cyprus,Calories,2000,0.724186824
Czechoslovakia,Czech.,Calories,2000,0.628736078
Democratic People's Republic of Korea,North Korea,Calories,2000,0.671881432
Denmark,Denmark,Calories,2000,0.695416126
Djibouti,Djibouti,Calories,2000,0.551084727
Dominica,Dominica,Calories,2000,0.768284104
Dominican Republic,Dom. Rep.,Calories,2000,0.707821606
Ecuador,Ecuador,Calories,2000,0.634772067
Egypt,Egypt,Calories,2000,0.59204555
El Salvador,El Salvador,Calories,2000,0.639807937
Ethiopia PDR,Ethiopia,Calories,2000,0.658453547
Fiji,Fiji,Calories,2000,0.623356301
Finland,Finland,Calories,2000,0.669231697
France,France,Calories,2000,0.679586863
French Polynesia,Frch. Polyn.,Calories,2000,0.713177104
Gabon,Gabon,Calories,2000,0.715078963
Gambia,Gambia,Calories,2000,0.73526357
Germany,Germany,Calories,2000,0.7460105
Ghana,Ghana,Calories,2000,0.704206412
Greece,Greece,Calories,2000,0.663599996
Grenada,Grenada,Calories,2000,0.714580828
Guatemala,Guatemala,Calories,2000,0.559383798
Guinea,Guinea,Calories,2000,0.664197062
Guinea-Bissau,Guinea-Biss.,Calories,2000,0.660572862
Guyana,Guyana,Calories,2000,0.622481904
Haiti,Haiti,Calories,2000,0.743701176
Honduras,Honduras,Calories,2000,0.57784533
Hungary,Hungary,Calories,2000,0.65253805
Iceland,Iceland,Calories,2000,0.638837772
India,India,Calories,2000,0.623445202
Indonesia,Indonesia,Calories,2000,0.550951388
Iran (Islamic Republic of),Iran,Calories,2000,0.554141415
Ireland,Ireland,Calories,2000,0.686279873
Israel,Israel,Calories,2000,0.691209593
Italy,Italy,Calories,2000,0.656830525
Jamaica,Jamaica,Calories,2000,0.681011715
Japan,Japan,Calories,2000,0.671107139
Jordan,Jordan,Calories,2000,0.57934545
Kenya,Kenya,Calories,2000,0.616641615
Kiribati,Kiribati,Calories,2000,0.632183814
Kuwait,Kuwait,Calories,2000,0.664300705
Lao People's Democratic Republic,Laos,Calories,2000,0.394023458
Lebanon,Lebanon,Calories,2000,0.679112173
Lesotho,Lesotho,Calories,2000,0.514526021
Liberia,Liberia,Calories,2000,0.662225955
Libya,Libya,Calories,2000,0.617266857
Madagascar,Madagascar,Calories,2000,0.510794917
Malawi,Malawi,Calories,2000,0.531534765
Malaysia,Malaysia,Calories,2000,0.606589113
Maldives,Maldives,Calories,2000,0.603520833
Mali,Mali,Calories,2000,0.659021485
Malta,Malta,Calories,2000,0.61163431
Mauritania,Mauritania,Calories,2000,0.625215699
Mauritius,Mauritius,Calories,2000,0.602665479
Mexico,Mexico,Calories,2000,0.5832246
Mongolia,Mongolia,Calories,2000,0.407997
Morocco,Morocco,Calories,2000,0.53891198
Mozambique,Mozambique,Calories,2000,0.591561732
Myanmar,Myanmar,Calories,2000,0.449685669
Namibia,Namibia,Calories,2000,0.642745646
Nepal,Nepal,Calories,2000,0.621466883
Netherlands,Netherlands,Calories,2000,0.71256583
New Caledonia,New Caledon.,Calories,2000,0.661045136
New Zealand,New Zealand,Calories,2000,0.669210968
Nicaragua,Nicaragua,Calories,2000,0.623751842
Niger,Niger,Calories,2000,0.572297576
Nigeria,Nigeria,Calories,2000,0.795018576
Norway,Norway,Calories,2000,0.641679416
Pakistan,Pakistan,Calories,2000,0.53877362
Panama,Panama,Calories,2000,0.692168265
Paraguay,Paraguay,Calories,2000,0.715754577
Peru,Peru,Calories,2000,0.722914284
Philippines,Philippines,Calories,2000,0.550174275
Poland,Poland,Calories,2000,0.607922543
Portugal,Portugal,Calories,2000,0.742684083
Republic of Korea,South Korea,Calories,2000,0.63218567
Romania,Romania,Calories,2000,0.608688923
Rwanda,Rwanda,Calories,2000,0.735492214
Saint Kitts and Nevis,St. Kitts,Calories,2000,0.68100841
Saint Lucia,Saint Lucia,Calories,2000,0.650692765
Saint Vincent and the Grenadines,St. Vincent,Calories,2000,0.6774651
Samoa,Samoa,Calories,2000,0.691215952
Sao Tome and Principe,Sao Tome,Calories,2000,0.763984298
Saudi Arabia,Saudi Arabia,Calories,2000,0.633840322
Senegal,Senegal,Calories,2000,0.633791237
Seychelles,Seychelles,Calories,2000,0.72683594
Sierra Leone,Sierra Leone,Calories,2000,0.557611302
Solomon Islands,Solomon Isl.,Calories,2000,0.66518643
South Africa,South Africa,Calories,2000,0.562766192
Spain,Spain,Calories,2000,0.705059344
Sri Lanka,Sri Lanka,Calories,2000,0.521703127
Sudan (former),Sudan,Calories,2000,0.614411717
Suriname,Suriname,Calories,2000,0.614841964
Swaziland,Swaziland,Calories,2000,0.634087217
Sweden,Sweden,Calories,2000,0.649928144
Switzerland,Switzerland,Calories,2000,0.684492481
Syrian Arab Republic,Syria,Calories,2000,0.591642383
Thailand,Thailand,Calories,2000,0.587153563
Timor-Leste,Timor-Leste,Calories,2000,0.625605001
Togo,Togo,Calories,2000,0.674166767
Trinidad and Tobago,Trin. & Tob.,Calories,2000,0.620903982
Tunisia,Tunisia,Calories,2000,0.516994658
Turkey,Turkey,Calories,2000,0.614933053
Uganda,Uganda,Calories,2000,0.754933675
United Arab Emirates,Un. Arab Em.,Calories,2000,0.649168455
United Kingdom,UK,Calories,2000,0.674121379
United Republic of Tanzania,Tanzania,Calories,2000,0.674246721
United States of America,USA,Calories,2000,0.690433719
Uruguay,Uruguay,Calories,2000,0.649114
USSR,USSR,Calories,2000,0.530246953
Vanuatu,Vanuatu,Calories,2000,0.662912146
Venezuela (Bolivarian Republic of),Venezuela,Calories,2000,0.680740935
Viet Nam,Vietnam,Calories,2000,0.4099912
Yemen,Yemen,Calories,2000,0.55447652
Yugoslav SFR,Yugoslavia,Calories,2000,0.646368189
Zambia,Zambia,Calories,2000,0.500623479
Zimbabwe,Zimbabwe,Calories,2000,0.552587111
Albania,Albania,Calories,2001,0.547115638
Algeria,Algeria,Calories,2001,0.524778431
Angola,Angola,Calories,2001,0.670718126
Antigua and Barbuda,Ant. & Barb.,Calories,2001,0.672918077
Argentina,Argentina,Calories,2001,0.623040168
Australia,Australia,Calories,2001,0.713200519
Austria,Austria,Calories,2001,0.731707617
Bahamas,Bahamas,Calories,2001,0.736683167
Bangladesh,Bangladesh,Calories,2001,0.339328947
Barbados,Barbados,Calories,2001,0.670295155
Belgium-Luxembourg,Belg-Lux,Calories,2001,0.667557109
Belize,Belize,Calories,2001,0.699094315
Benin,Benin,Calories,2001,0.668724126
Bermuda,Bermuda,Calories,2001,0.770340102
Bolivia (Plurinational State of),Bolivia,Calories,2001,0.689638457
Botswana,Botswana,Calories,2001,0.71781715
Brazil,Brazil,Calories,2001,0.679897689
Brunei Darussalam,Brunei Dar.,Calories,2001,0.637566396
Bulgaria,Bulgaria,Calories,2001,0.589256933
Burkina Faso,Burkina Faso,Calories,2001,0.65364193
Burundi,Burundi,Calories,2001,0.728474733
Cambodia,Cambodia,Calories,2001,0.321049745
Cameroon,Cameroon,Calories,2001,0.795351958
Canada,Canada,Calories,2001,0.686106491
Cape Verde,Cape Verde,Calories,2001,0.699046522
Central African Republic,C. Af. Rep,Calories,2001,0.79564135
Chad,Chad,Calories,2001,0.773323954
Chile,Chile,Calories,2001,0.597715404
China,China,Calories,2001,0.576871551
Colombia,Colombia,Calories,2001,0.694070047
Comoros,Comoros,Calories,2001,0.622759594
Congo,Congo,Calories,2001,0.637189423
Costa Rica,Costa Rica,Calories,2001,0.67351779
C“te d'Ivoire,Ivory Coast,Calories,2001,0.668384857
Cuba,Cuba,Calories,2001,0.69601346
Cyprus,Cyprus,Calories,2001,0.723763117
Czechoslovakia,Czech.,Calories,2001,0.64179639
Democratic People's Republic of Korea,North Korea,Calories,2001,0.681629357
Denmark,Denmark,Calories,2001,0.700454266
Djibouti,Djibouti,Calories,2001,0.56974563
Dominica,Dominica,Calories,2001,0.764737805
Dominican Republic,Dom. Rep.,Calories,2001,0.702022257
Ecuador,Ecuador,Calories,2001,0.645254393
Egypt,Egypt,Calories,2001,0.588819289
El Salvador,El Salvador,Calories,2001,0.635327304
Ethiopia PDR,Ethiopia,Calories,2001,0.665301686
Fiji,Fiji,Calories,2001,0.617319486
Finland,Finland,Calories,2001,0.679599201
France,France,Calories,2001,0.683303458
French Polynesia,Frch. Polyn.,Calories,2001,0.708424811
Gabon,Gabon,Calories,2001,0.712598249
Gambia,Gambia,Calories,2001,0.728783649
Germany,Germany,Calories,2001,0.73693467
Ghana,Ghana,Calories,2001,0.687246487
Greece,Greece,Calories,2001,0.681697807
Grenada,Grenada,Calories,2001,0.708233775
Guatemala,Guatemala,Calories,2001,0.555303081
Guinea,Guinea,Calories,2001,0.65479593
Guinea-Bissau,Guinea-Biss.,Calories,2001,0.644886813
Guyana,Guyana,Calories,2001,0.639523637
Haiti,Haiti,Calories,2001,0.748176522
Honduras,Honduras,Calories,2001,0.590983551
Hungary,Hungary,Calories,2001,0.646245088
Iceland,Iceland,Calories,2001,0.657696492
India,India,Calories,2001,0.622992572
Indonesia,Indonesia,Calories,2001,0.543270524
Iran (Islamic Republic of),Iran,Calories,2001,0.537296993
Ireland,Ireland,Calories,2001,0.680613523
Israel,Israel,Calories,2001,0.706194789
Italy,Italy,Calories,2001,0.648439419
Jamaica,Jamaica,Calories,2001,0.68336142
Japan,Japan,Calories,2001,0.669840357
Jordan,Jordan,Calories,2001,0.570164374
Kenya,Kenya,Calories,2001,0.618191241
Kiribati,Kiribati,Calories,2001,0.612463097
Kuwait,Kuwait,Calories,2001,0.666544382
Lao People's Democratic Republic,Laos,Calories,2001,0.394068528
Lebanon,Lebanon,Calories,2001,0.683594659
Lesotho,Lesotho,Calories,2001,0.512013316
Liberia,Liberia,Calories,2001,0.632238349
Libya,Libya,Calories,2001,0.602574959
Madagascar,Madagascar,Calories,2001,0.493615319
Malawi,Malawi,Calories,2001,0.537012661
Malaysia,Malaysia,Calories,2001,0.61846779
Maldives,Maldives,Calories,2001,0.602297023
Mali,Mali,Calories,2001,0.676829246
Malta,Malta,Calories,2001,0.611811828
Mauritania,Mauritania,Calories,2001,0.578932355
Mauritius,Mauritius,Calories,2001,0.602886903
Mexico,Mexico,Calories,2001,0.578804783
Mongolia,Mongolia,Calories,2001,0.431093095
Morocco,Morocco,Calories,2001,0.535932748
Mozambique,Mozambique,Calories,2001,0.593236558
Myanmar,Myanmar,Calories,2001,0.463207584
Namibia,Namibia,Calories,2001,0.641950321
Nepal,Nepal,Calories,2001,0.635516612
Netherlands,Netherlands,Calories,2001,0.715564839
New Caledonia,New Caledon.,Calories,2001,0.682283979
New Zealand,New Zealand,Calories,2001,0.671983917
Nicaragua,Nicaragua,Calories,2001,0.614292334
Niger,Niger,Calories,2001,0.574255453
Nigeria,Nigeria,Calories,2001,0.805472167
Norway,Norway,Calories,2001,0.644378112
Pakistan,Pakistan,Calories,2001,0.554821249
Panama,Panama,Calories,2001,0.647498922
Paraguay,Paraguay,Calories,2001,0.71592668
Peru,Peru,Calories,2001,0.717497812
Philippines,Philippines,Calories,2001,0.536009881
Poland,Poland,Calories,2001,0.609525828
Portugal,Portugal,Calories,2001,0.742692031
Republic of Korea,South Korea,Calories,2001,0.642801446
Romania,Romania,Calories,2001,0.607552442
Rwanda,Rwanda,Calories,2001,0.765991555
Saint Kitts and Nevis,St. Kitts,Calories,2001,0.683091717
