CountryName,Measurement,Year,Similarity
Austria,Calories,1978,0.645044398
Bahamas,Calories,1978,0.675106435
Bangladesh,Calories,1978,0.423618583
Barbados,Calories,1978,0.719778599
Belgium-Luxembourg,Calories,1978,0.684135298
Belize,Calories,1978,0.748034201
Benin,Calories,1978,0.323542998
Bermuda,Calories,1978,0.581249205
Bolivia (Plurinational State of),Calories,1978,0.756882879
Botswana,Calories,1978,0.475010433
Brazil,Calories,1978,0.697070855
Brunei Darussalam,Calories,1978,0.684159091
Bulgaria,Calories,1978,0.566638085
Burkina Faso,Calories,1978,0.302091183
Burundi,Calories,1978,0.287529235
Cambodia,Calories,1978,0.342155981
Cameroon,Calories,1978,0.42181735
Canada,Calories,1978,0.68049673
Cape Verde,Calories,1978,0.539569407
Central African Republic,Calories,1978,0.276508545
Chad,Calories,1978,0.305185356
Chile,Calories,1978,0.654908632
China,Calories,1978,0.57515328
Colombia,Calories,1978,0.641483531
Comoros,Calories,1978,0.404894164
Congo,Calories,1978,0.408424301
Costa Rica,Calories,1978,0.667637729
C“te d'Ivoire,Calories,1978,0.461185938
Cuba,Calories,1978,0.696810408
Cyprus,Calories,1978,0.613764282
Czechoslovakia,Calories,1978,0.618246692
Democratic People's Republic of Korea,Calories,1978,0.587177078
Denmark,Calories,1978,0.619751637
Djibouti,Calories,1978,0.644424822
Dominica,Calories,1978,0.655931556
Dominican Republic,Calories,1978,0.639281128
Ecuador,Calories,1978,0.689240965
Egypt,Calories,1978,0.658044134
El Salvador,Calories,1978,0.553113731
Ethiopia PDR,Calories,1978,0.384342073
Fiji,Calories,1978,0.710188461
Finland,Calories,1978,0.623237463
France,Calories,1978,0.670544007
French Polynesia,Calories,1978,0.736619069
Gabon,Calories,1978,0.551205738
Gambia,Calories,1978,0.493211514
Germany,Calories,1978,0.63118327
Ghana,Calories,1978,0.388774594
Greece,Calories,1978,0.571342254
Grenada,Calories,1978,0.690306238
Guatemala,Calories,1978,0.514905533
Guinea,Calories,1978,0.419108641
Guinea-Bissau,Calories,1978,0.446776846
Guyana,Calories,1978,0.678598694
Haiti,Calories,1978,0.618450104
Honduras,Calories,1978,0.509741472
Hungary,Calories,1978,0.6223161
Iceland,Calories,1978,0.638614655
India,Calories,1978,0.664445484
Indonesia,Calories,1978,0.444983835
Iran (Islamic Republic of),Calories,1978,0.675615156
Ireland,Calories,1978,0.658478823
Israel,Calories,1978,0.653413502
Italy,Calories,1978,0.608073712
Jamaica,Calories,1978,0.718665674
Japan,Calories,1978,0.664168434
Jordan,Calories,1978,0.642926397
Kenya,Calories,1978,0.448024292
Kiribati,Calories,1978,0.510000114
Kuwait,Calories,1978,0.723422719
Lao People's Democratic Republic,Calories,1978,0.357789901
Lebanon,Calories,1978,0.668636543
Lesotho,Calories,1978,0.575901085
Liberia,Calories,1978,0.390324431
Libya,Calories,1978,0.615116473
Madagascar,Calories,1978,0.447114811
Malawi,Calories,1978,0.346149948
Malaysia,Calories,1978,0.601288074
Maldives,Calories,1978,0.554688918
Mali,Calories,1978,0.355309883
Malta,Calories,1978,0.629895829
Mauritania,Calories,1978,0.544088169
Mauritius,Calories,1978,0.692198122
Mexico,Calories,1978,0.584418109
Mongolia,Calories,1978,0.582363952
Morocco,Calories,1978,0.593884373
Mozambique,Calories,1978,0.404666224
Myanmar,Calories,1978,0.347924512
Namibia,Calories,1978,0.473940351
Nepal,Calories,1978,0.493086338
Netherlands,Calories,1978,0.663435239
New Caledonia,Calories,1978,0.695570741
New Zealand,Calories,1978,0.662224348
Nicaragua,Calories,1978,0.570144024
Niger,Calories,1978,0.261454322
Nigeria,Calories,1978,0.459480482
Norway,Calories,1978,0.648209776
Pakistan,Calories,1978,0.691317555
Panama,Calories,1978,0.689197629
Paraguay,Calories,1978,0.604006195
Peru,Calories,1978,0.71655965
Philippines,Calories,1978,0.568725565
Poland,Calories,1978,0.580665186
Portugal,Calories,1978,0.693984342
Republic of Korea,Calories,1978,0.473961028
Romania,Calories,1978,0.636315102
Rwanda,Calories,1978,0.27334054
Saint Kitts and Nevis,Calories,1978,0.697412563
Saint Lucia,Calories,1978,0.649934037
Saint Vincent and the Grenadines,Calories,1978,0.668407291
Samoa,Calories,1978,0.465800171
Sao Tome and Principe,Calories,1978,0.579668256
Saudi Arabia,Calories,1978,0.654009045
Senegal,Calories,1978,0.500336197
Seychelles,Calories,1978,0.672565129
Sierra Leone,Calories,1978,0.418034014
Solomon Islands,Calories,1978,0.405377643
South Africa,Calories,1978,0.617527402
Spain,Calories,1978,0.633796653
Sri Lanka,Calories,1978,0.579272942
Sudan (former),Calories,1978,0.387453336
Suriname,Calories,1978,0.688884819
Swaziland,Calories,1978,0.44574995
Sweden,Calories,1978,0.642303431
Switzerland,Calories,1978,0.656907673
Syrian Arab Republic,Calories,1978,0.595835262
Thailand,Calories,1978,0.390648792
Timor-Leste,Calories,1978,0.452165256
Togo,Calories,1978,0.356376975
Trinidad and Tobago,Calories,1978,0.748503222
Tunisia,Calories,1978,0.537725787
Turkey,Calories,1978,0.57980172
Uganda,Calories,1978,0.303393686
United Arab Emirates,Calories,1978,0.736169394
United Kingdom,Calories,1978,0.67035423
United Republic of Tanzania,Calories,1978,0.431184251
United States of America,Calories,1978,0.654240012
Uruguay,Calories,1978,0.715042042
USSR,Calories,1978,0.600450318
Vanuatu,Calories,1978,0.463748758
Venezuela (Bolivarian Republic of),Calories,1978,0.693332224
Viet Nam,Calories,1978,0.484956326
Yemen,Calories,1978,0.560412217
Yugoslav SFR,Calories,1978,0.614976533
Zambia,Calories,1978,0.410926144
Zimbabwe,Calories,1978,0.42615237
Albania,Calories,1979,0.583681219
Algeria,Calories,1979,0.563391626
Angola,Calories,1979,0.503740901
Antigua and Barbuda,Calories,1979,0.646595544
Argentina,Calories,1979,0.649706329
Australia,Calories,1979,0.679640643
Austria,Calories,1979,0.640501249
Bahamas,Calories,1979,0.672130359
Bangladesh,Calories,1979,0.417420642
Barbados,Calories,1979,0.738179207
Belgium-Luxembourg,Calories,1979,0.673777193
Belize,Calories,1979,0.747358918
Benin,Calories,1979,0.336619981
Bermuda,Calories,1979,0.584325373
Bolivia (Plurinational State of),Calories,1979,0.759848875
Botswana,Calories,1979,0.472392347
Brazil,Calories,1979,0.703616105
Brunei Darussalam,Calories,1979,0.696571469
Bulgaria,Calories,1979,0.567256723
Burkina Faso,Calories,1979,0.31903417
Burundi,Calories,1979,0.295203973
Cambodia,Calories,1979,0.342078266
Cameroon,Calories,1979,0.438371507
Canada,Calories,1979,0.677205495
Cape Verde,Calories,1979,0.516138402
Central African Republic,Calories,1979,0.286308656
Chad,Calories,1979,0.314284135
Chile,Calories,1979,0.655939864
China,Calories,1979,0.585471769
Colombia,Calories,1979,0.651289001
Comoros,Calories,1979,0.404497716
Congo,Calories,1979,0.401362127
Costa Rica,Calories,1979,0.680255149
C“te d'Ivoire,Calories,1979,0.464522303
Cuba,Calories,1979,0.703289091
Cyprus,Calories,1979,0.621744143
Czechoslovakia,Calories,1979,0.62423993
Democratic People's Republic of Korea,Calories,1979,0.569164088
Denmark,Calories,1979,0.627559028
Djibouti,Calories,1979,0.653474251
Dominica,Calories,1979,0.588250517
Dominican Republic,Calories,1979,0.644080785
Ecuador,Calories,1979,0.682500071
Egypt,Calories,1979,0.661373831
El Salvador,Calories,1979,0.5571013
Ethiopia PDR,Calories,1979,0.379646325
Fiji,Calories,1979,0.710741144
Finland,Calories,1979,0.624251297
France,Calories,1979,0.667420957
French Polynesia,Calories,1979,0.721727813
Gabon,Calories,1979,0.543224284
Gambia,Calories,1979,0.512755371
Germany,Calories,1979,0.632749373
Ghana,Calories,1979,0.376104147
Greece,Calories,1979,0.574917806
Grenada,Calories,1979,0.689213319
Guatemala,Calories,1979,0.510612679
Guinea,Calories,1979,0.433261474
Guinea-Bissau,Calories,1979,0.418210275
Guyana,Calories,1979,0.6673372
Haiti,Calories,1979,0.625435367
Honduras,Calories,1979,0.513690858
Hungary,Calories,1979,0.615964188
Iceland,Calories,1979,0.630905429
India,Calories,1979,0.680394185
Indonesia,Calories,1979,0.44450509
Iran (Islamic Republic of),Calories,1979,0.662497513
Ireland,Calories,1979,0.66953617
Israel,Calories,1979,0.660631198
Italy,Calories,1979,0.60999775
Jamaica,Calories,1979,0.718918583
Japan,Calories,1979,0.675100946
Jordan,Calories,1979,0.64694785
Kenya,Calories,1979,0.450827287
Kiribati,Calories,1979,0.550219098
Kuwait,Calories,1979,0.723693545
Lao People's Democratic Republic,Calories,1979,0.365206411
Lebanon,Calories,1979,0.667527093
Lesotho,Calories,1979,0.550184089
Liberia,Calories,1979,0.402530727
Libya,Calories,1979,0.616606705
Madagascar,Calories,1979,0.448862538
Malawi,Calories,1979,0.337558698
Malaysia,Calories,1979,0.592344907
Maldives,Calories,1979,0.561790293
Mali,Calories,1979,0.334172347
Malta,Calories,1979,0.640606917
Mauritania,Calories,1979,0.52523509
Mauritius,Calories,1979,0.690226854
Mexico,Calories,1979,0.590610547
Mongolia,Calories,1979,0.577276536
Morocco,Calories,1979,0.594218928
Mozambique,Calories,1979,0.432398349
Myanmar,Calories,1979,0.342565119
Namibia,Calories,1979,0.479106193
Nepal,Calories,1979,0.510672535
Netherlands,Calories,1979,0.667635526
New Caledonia,Calories,1979,0.692299216
New Zealand,Calories,1979,0.669346467
Nicaragua,Calories,1979,0.557418328
Niger,Calories,1979,0.268343242
Nigeria,Calories,1979,0.440714208
Norway,Calories,1979,0.642114403
Pakistan,Calories,1979,0.694147668
Panama,Calories,1979,0.673349706
Paraguay,Calories,1979,0.604170951
Peru,Calories,1979,0.720250096
Philippines,Calories,1979,0.573820669
Poland,Calories,1979,0.586637734
Portugal,Calories,1979,0.697044472
Republic of Korea,Calories,1979,0.493100976
Romania,Calories,1979,0.646877729
Rwanda,Calories,1979,0.271124032
Saint Kitts and Nevis,Calories,1979,0.692136502
Saint Lucia,Calories,1979,0.659489407
Saint Vincent and the Grenadines,Calories,1979,0.669436541
Samoa,Calories,1979,0.456062698
Sao Tome and Principe,Calories,1979,0.546273125
Saudi Arabia,Calories,1979,0.67870019
Senegal,Calories,1979,0.50949592
Seychelles,Calories,1979,0.637393212
Sierra Leone,Calories,1979,0.42654015
Solomon Islands,Calories,1979,0.412748178
South Africa,Calories,1979,0.607929792
Spain,Calories,1979,0.635014167
Sri Lanka,Calories,1979,0.570350729
Sudan (former),Calories,1979,0.388963562
Suriname,Calories,1979,0.709216109
Swaziland,Calories,1979,0.42828329
Sweden,Calories,1979,0.638273987
Switzerland,Calories,1979,0.663022736
Syrian Arab Republic,Calories,1979,0.611804698
Thailand,Calories,1979,0.416183831
Timor-Leste,Calories,1979,0.46354301
Togo,Calories,1979,0.396928925
Trinidad and Tobago,Calories,1979,0.754384723
Tunisia,Calories,1979,0.534997583
Turkey,Calories,1979,0.579881028
Uganda,Calories,1979,0.29127022
United Arab Emirates,Calories,1979,0.751243562
United Kingdom,Calories,1979,0.66704221
United Republic of Tanzania,Calories,1979,0.39948694
United States of America,Calories,1979,0.661829369
Uruguay,Calories,1979,0.725624423
USSR,Calories,1979,0.604228626
Vanuatu,Calories,1979,0.477073462
Venezuela (Bolivarian Republic of),Calories,1979,0.681644813
Viet Nam,Calories,1979,0.486267606
Yemen,Calories,1979,0.579303303
Yugoslav SFR,Calories,1979,0.610099841
Zambia,Calories,1979,0.428173891
Zimbabwe,Calories,1979,0.432014151
Albania,Calories,1980,0.595941077
Algeria,Calories,1980,0.559712129
Angola,Calories,1980,0.502849371
Antigua and Barbuda,Calories,1980,0.660860049
Argentina,Calories,1980,0.649392484
Australia,Calories,1980,0.684860407
Austria,Calories,1980,0.639115778
Bahamas,Calories,1980,0.674588845
Bangladesh,Calories,1980,0.449245238
Barbados,Calories,1980,0.734365534
Belgium-Luxembourg,Calories,1980,0.678769366
Belize,Calories,1980,0.728447089
Benin,Calories,1980,0.372014594
Bermuda,Calories,1980,0.576472173
Bolivia (Plurinational State of),Calories,1980,0.736876487
Botswana,Calories,1980,0.506326704
Brazil,Calories,1980,0.69623501
Brunei Darussalam,Calories,1980,0.703483937
Bulgaria,Calories,1980,0.567170145
Burkina Faso,Calories,1980,0.316017747
Burundi,Calories,1980,0.302220945
Cambodia,Calories,1980,0.367859484
Cameroon,Calories,1980,0.431476274
Canada,Calories,1980,0.680300518
Cape Verde,Calories,1980,0.553282218
Central African Republic,Calories,1980,0.28696785
Chad,Calories,1980,0.307905344
Chile,Calories,1980,0.659512122
China,Calories,1980,0.59931855
Colombia,Calories,1980,0.651040037
Comoros,Calories,1980,0.400316832
Congo,Calories,1980,0.410142362
Costa Rica,Calories,1980,0.679063387
C“te d'Ivoire,Calories,1980,0.477147144
Cuba,Calories,1980,0.7055293
Cyprus,Calories,1980,0.6038877
Czechoslovakia,Calories,1980,0.624397031
Democratic People's Republic of Korea,Calories,1980,0.566182346
Denmark,Calories,1980,0.62579808
Djibouti,Calories,1980,0.66769935
Dominica,Calories,1980,0.6454334
Dominican Republic,Calories,1980,0.642377596
Ecuador,Calories,1980,0.711699846
Egypt,Calories,1980,0.664508339
El Salvador,Calories,1980,0.562811267
Ethiopia PDR,Calories,1980,0.390530817
Fiji,Calories,1980,0.690653996
Finland,Calories,1980,0.6111884
France,Calories,1980,0.670007836
French Polynesia,Calories,1980,0.737404132
Gabon,Calories,1980,0.540249385
Gambia,Calories,1980,0.495176151
Germany,Calories,1980,0.632570907
Ghana,Calories,1980,0.378503181
Greece,Calories,1980,0.566722837
Grenada,Calories,1980,0.684040265
Guatemala,Calories,1980,0.515770605
Guinea,Calories,1980,0.429409213
Guinea-Bissau,Calories,1980,0.413411365
Guyana,Calories,1980,0.667908582
Haiti,Calories,1980,0.639878167
Honduras,Calories,1980,0.512113527
Hungary,Calories,1980,0.616721962
Iceland,Calories,1980,0.635536143
India,Calories,1980,0.670475986
Indonesia,Calories,1980,0.456745299
Iran (Islamic Republic of),Calories,1980,0.649274768
Ireland,Calories,1980,0.675978699
Israel,Calories,1980,0.649990473
Italy,Calories,1980,0.611304454
Jamaica,Calories,1980,0.716041805
Japan,Calories,1980,0.669049063
Jordan,Calories,1980,0.655085592
Kenya,Calories,1980,0.481207675
Kiribati,Calories,1980,0.556590749
Kuwait,Calories,1980,0.720907306
Lao People's Democratic Republic,Calories,1980,0.358753125
Lebanon,Calories,1980,0.669000368
Lesotho,Calories,1980,0.554244673
Liberia,Calories,1980,0.391647438
Libya,Calories,1980,0.613661701
Madagascar,Calories,1980,0.431772046
Malawi,Calories,1980,0.343256332
Malaysia,Calories,1980,0.594707231
Maldives,Calories,1980,0.561739489
Mali,Calories,1980,0.370196688
Malta,Calories,1980,0.647505713
Mauritania,Calories,1980,0.550163332
Mauritius,Calories,1980,0.693848418
Mexico,Calories,1980,0.593969568
Mongolia,Calories,1980,0.586130115
Morocco,Calories,1980,0.592948411
Mozambique,Calories,1980,0.441898832
Myanmar,Calories,1980,0.344681802
Namibia,Calories,1980,0.48184902
Nepal,Calories,1980,0.505148701
Netherlands,Calories,1980,0.66369836
New Caledonia,Calories,1980,0.691012741
New Zealand,Calories,1980,0.675673541
Nicaragua,Calories,1980,0.573851624
Niger,Calories,1980,0.267084531
Nigeria,Calories,1980,0.457949889
Norway,Calories,1980,0.641493598
Pakistan,Calories,1980,0.702284226
Panama,Calories,1980,0.677885195
Paraguay,Calories,1980,0.593293182
Peru,Calories,1980,0.74747161
Philippines,Calories,1980,0.567884394
Poland,Calories,1980,0.587168421
Portugal,Calories,1980,0.689210136
Republic of Korea,Calories,1980,0.513873679
Romania,Calories,1980,0.649062919
Rwanda,Calories,1980,0.281236447
Saint Kitts and Nevis,Calories,1980,0.696649616
Saint Lucia,Calories,1980,0.660581135
Saint Vincent and the Grenadines,Calories,1980,0.673010457
Samoa,Calories,1980,0.450689068
Sao Tome and Principe,Calories,1980,0.532512347
Saudi Arabia,Calories,1980,0.740056007
Senegal,Calories,1980,0.502738434
Seychelles,Calories,1980,0.616903536
Sierra Leone,Calories,1980,0.404954667
Solomon Islands,Calories,1980,0.409940854
South Africa,Calories,1980,0.617632822
Spain,Calories,1980,0.628773899
Sri Lanka,Calories,1980,0.526485158
Sudan (former),Calories,1980,0.399547393
Suriname,Calories,1980,0.704234431
Swaziland,Calories,1980,0.435814504
Sweden,Calories,1980,0.646603264
Switzerland,Calories,1980,0.67492984
Syrian Arab Republic,Calories,1980,0.604047324
Thailand,Calories,1980,0.421196265
Timor-Leste,Calories,1980,0.464324099
Togo,Calories,1980,0.396248105
Trinidad and Tobago,Calories,1980,0.744804601
Tunisia,Calories,1980,0.535191853
Turkey,Calories,1980,0.553069862
Uganda,Calories,1980,0.300101247
United Arab Emirates,Calories,1980,0.755129072
United Kingdom,Calories,1980,0.673280673
United Republic of Tanzania,Calories,1980,0.414303421
United States of America,Calories,1980,0.659338959
Uruguay,Calories,1980,0.718598242
USSR,Calories,1980,0.609789367
Vanuatu,Calories,1980,0.442480847
Venezuela (Bolivarian Republic of),Calories,1980,0.683180984
Viet Nam,Calories,1980,0.432719613
Yemen,Calories,1980,0.579545633
Yugoslav SFR,Calories,1980,0.618411996
Zambia,Calories,1980,0.435702692
Zimbabwe,Calories,1980,0.442938187
Albania,Calories,1981,0.579770801
Algeria,Calories,1981,0.56649513
Angola,Calories,1981,0.487720901
Antigua and Barbuda,Calories,1981,0.654176233
Argentina,Calories,1981,0.652565278
Australia,Calories,1981,0.690937295
Austria,Calories,1981,0.644399006
Bahamas,Calories,1981,0.691716235
Bangladesh,Calories,1981,0.428892723
Barbados,Calories,1981,0.722592044
Belgium-Luxembourg,Calories,1981,0.683897723
Belize,Calories,1981,0.719004476
Benin,Calories,1981,0.38118885
Bermuda,Calories,1981,0.595266016
Bolivia (Plurinational State of),Calories,1981,0.733289566
Botswana,Calories,1981,0.50565927
Brazil,Calories,1981,0.699747064
Brunei Darussalam,Calories,1981,0.708892879
Bulgaria,Calories,1981,0.575293431
Burkina Faso,Calories,1981,0.319168348
Burundi,Calories,1981,0.295173611
Cambodia,Calories,1981,0.358271037
Cameroon,Calories,1981,0.431933302
Canada,Calories,1981,0.674802406
Cape Verde,Calories,1981,0.538045292
Central African Republic,Calories,1981,0.292294414
Chad,Calories,1981,0.314986813
Chile,Calories,1981,0.661010719
China,Calories,1981,0.608654737
Colombia,Calories,1981,0.655816733
Comoros,Calories,1981,0.414038976
Congo,Calories,1981,0.412854071
Costa Rica,Calories,1981,0.673076258
C“te d'Ivoire,Calories,1981,0.473394231
Cuba,Calories,1981,0.704554097
Cyprus,Calories,1981,0.602897889
Czechoslovakia,Calories,1981,0.623303692
Democratic People's Republic of Korea,Calories,1981,0.571153951
Denmark,Calories,1981,0.633973961
Djibouti,Calories,1981,0.662022697
Dominica,Calories,1981,0.654443303
Dominican Republic,Calories,1981,0.630322698
Ecuador,Calories,1981,0.708040879
Egypt,Calories,1981,0.652419244
El Salvador,Calories,1981,0.56067391
Ethiopia PDR,Calories,1981,0.378214381
Fiji,Calories,1981,0.688589345
Finland,Calories,1981,0.627787426
France,Calories,1981,0.6747055
French Polynesia,Calories,1981,0.734592589
Gabon,Calories,1981,0.555348769
Gambia,Calories,1981,0.50463446
Germany,Calories,1981,0.63962595
Ghana,Calories,1981,0.350369422
Greece,Calories,1981,0.566402802
Grenada,Calories,1981,0.674754957
Guatemala,Calories,1981,0.52250084
Guinea,Calories,1981,0.439906462
Guinea-Bissau,Calories,1981,0.442527739
Guyana,Calories,1981,0.659557417
Haiti,Calories,1981,0.632909314
Honduras,Calories,1981,0.515854251
Hungary,Calories,1981,0.622558343
Iceland,Calories,1981,0.637205631
India,Calories,1981,0.674131706
Indonesia,Calories,1981,0.468235154
Iran (Islamic Republic of),Calories,1981,0.658253392
Ireland,Calories,1981,0.67855938
Israel,Calories,1981,0.657732998
Italy,Calories,1981,0.616093401
Jamaica,Calories,1981,0.727516005
Japan,Calories,1981,0.655564799
Jordan,Calories,1981,0.649658899
Kenya,Calories,1981,0.483408392
Kiribati,Calories,1981,0.548635744
Kuwait,Calories,1981,0.724230869
Lao People's Democratic Republic,Calories,1981,0.359216342
Lebanon,Calories,1981,0.655474105
Lesotho,Calories,1981,0.514413715
Liberia,Calories,1981,0.385513078
Libya,Calories,1981,0.620918456
Madagascar,Calories,1981,0.450130116
Malawi,Calories,1981,0.338408319
Malaysia,Calories,1981,0.5704447
Maldives,Calories,1981,0.553429747
Mali,Calories,1981,0.353505292
Malta,Calories,1981,0.640823177
Mauritania,Calories,1981,0.60325355
Mauritius,Calories,1981,0.6914694
Mexico,Calories,1981,0.59827246
Mongolia,Calories,1981,0.585055229
Morocco,Calories,1981,0.585995101
Mozambique,Calories,1981,0.423647529
Myanmar,Calories,1981,0.357008841
Namibia,Calories,1981,0.477575704
Nepal,Calories,1981,0.515240359
Netherlands,Calories,1981,0.663875239
New Caledonia,Calories,1981,0.68774962
New Zealand,Calories,1981,0.6798069
Nicaragua,Calories,1981,0.594547515
Niger,Calories,1981,0.272176725
Nigeria,Calories,1981,0.467423405
Norway,Calories,1981,0.638750789
Pakistan,Calories,1981,0.709714925
Panama,Calories,1981,0.699653234
Paraguay,Calories,1981,0.618544904
Peru,Calories,1981,0.767091323
Philippines,Calories,1981,0.563850498
Poland,Calories,1981,0.596611073
Portugal,Calories,1981,0.665542532
Republic of Korea,Calories,1981,0.52400384
Romania,Calories,1981,0.639388275
Rwanda,Calories,1981,0.280207107
Saint Kitts and Nevis,Calories,1981,0.677481577
Saint Lucia,Calories,1981,0.665153091
Saint Vincent and the Grenadines,Calories,1981,0.677654699
Samoa,Calories,1981,0.451122037
Sao Tome and Principe,Calories,1981,0.575366862
Saudi Arabia,Calories,1981,0.721971261
Senegal,Calories,1981,0.518326568
Seychelles,Calories,1981,0.63965475
Sierra Leone,Calories,1981,0.408271187
Solomon Islands,Calories,1981,0.392830159
South Africa,Calories,1981,0.626271932
Spain,Calories,1981,0.635911157
Sri Lanka,Calories,1981,0.516983925
Sudan (former),Calories,1981,0.391137516
Suriname,Calories,1981,0.71281288
Swaziland,Calories,1981,0.542825228
Sweden,Calories,1981,0.643324137
Switzerland,Calories,1981,0.676685601
Syrian Arab Republic,Calories,1981,0.606279601
Thailand,Calories,1981,0.425527491
Timor-Leste,Calories,1981,0.469999163
Togo,Calories,1981,0.411339891
Trinidad and Tobago,Calories,1981,0.750881109
Tunisia,Calories,1981,0.548849694
Turkey,Calories,1981,0.566754704
Uganda,Calories,1981,0.282708522
United Arab Emirates,Calories,1981,0.737162955
United Kingdom,Calories,1981,0.675043248
United Republic of Tanzania,Calories,1981,0.393317534
United States of America,Calories,1981,0.662466712
Uruguay,Calories,1981,0.721083799
USSR,Calories,1981,0.611544621
Vanuatu,Calories,1981,0.427552324
Venezuela (Bolivarian Republic of),Calories,1981,0.695404762
Viet Nam,Calories,1981,0.438739813
Yemen,Calories,1981,0.617067609
Yugoslav SFR,Calories,1981,0.616903461
Zambia,Calories,1981,0.420182993
Zimbabwe,Calories,1981,0.451174497
Albania,Calories,1982,0.593399833
Algeria,Calories,1982,0.556869962
Angola,Calories,1982,0.468940546
Antigua and Barbuda,Calories,1982,0.650708325
Argentina,Calories,1982,0.65413879
Australia,Calories,1982,0.689119324
Austria,Calories,1982,0.63889158
Bahamas,Calories,1982,0.692410781
Bangladesh,Calories,1982,0.439132097
Barbados,Calories,1982,0.721639095
Belgium-Luxembourg,Calories,1982,0.682364081
Belize,Calories,1982,0.720861828
Benin,Calories,1982,0.389850229
Bermuda,Calories,1982,0.591451725
Bolivia (Plurinational State of),Calories,1982,0.733729949
Botswana,Calories,1982,0.49107914
Brazil,Calories,1982,0.707073489
Brunei Darussalam,Calories,1982,0.72861359
Bulgaria,Calories,1982,0.579065415
Burkina Faso,Calories,1982,0.322861471
Burundi,Calories,1982,0.294905632
Cambodia,Calories,1982,0.349437385
Cameroon,Calories,1982,0.428008432
Canada,Calories,1982,0.688415952
Cape Verde,Calories,1982,0.550586307
Central African Republic,Calories,1982,0.295371721
Chad,Calories,1982,0.309328253
Chile,Calories,1982,0.667853852
China,Calories,1982,0.607199415
Colombia,Calories,1982,0.669197435
Comoros,Calories,1982,0.412812768
Congo,Calories,1982,0.419384765
Costa Rica,Calories,1982,0.670088029
C“te d'Ivoire,Calories,1982,0.473412758
Cuba,Calories,1982,0.684587483
Cyprus,Calories,1982,0.612782253
Czechoslovakia,Calories,1982,0.619588547
Democratic People's Republic of Korea,Calories,1982,0.594833056
Denmark,Calories,1982,0.633150541
Djibouti,Calories,1982,0.67217218
Dominica,Calories,1982,0.669185209
Dominican Republic,Calories,1982,0.633408016
Ecuador,Calories,1982,0.708720777
Egypt,Calories,1982,0.656732433
El Salvador,Calories,1982,0.570545517
Ethiopia PDR,Calories,1982,0.39123294
Fiji,Calories,1982,0.695618159
Finland,Calories,1982,0.613971075
France,Calories,1982,0.68860149
French Polynesia,Calories,1982,0.735061113
Gabon,Calories,1982,0.562083462
Gambia,Calories,1982,0.472734849
Germany,Calories,1982,0.632026698
Ghana,Calories,1982,0.351123681
Greece,Calories,1982,0.570546238
Grenada,Calories,1982,0.675965457
Guatemala,Calories,1982,0.491733159
Guinea,Calories,1982,0.435563283
Guinea-Bissau,Calories,1982,0.424596673
Guyana,Calories,1982,0.525364754
Haiti,Calories,1982,0.632731758
Honduras,Calories,1982,0.498057619
Hungary,Calories,1982,0.619617306
Iceland,Calories,1982,0.640830627
India,Calories,1982,0.670813748
Indonesia,Calories,1982,0.454024505
Iran (Islamic Republic of),Calories,1982,0.63514578
Ireland,Calories,1982,0.682708506
Israel,Calories,1982,0.651059001
Italy,Calories,1982,0.626438934
Jamaica,Calories,1982,0.739616635
Japan,Calories,1982,0.676337421
Jordan,Calories,1982,0.66073312
Kenya,Calories,1982,0.493793785
Kiribati,Calories,1982,0.552778662
Kuwait,Calories,1982,0.722295132
Lao People's Democratic Republic,Calories,1982,0.356884797
Lebanon,Calories,1982,0.645724086
Lesotho,Calories,1982,0.49295726
Liberia,Calories,1982,0.384833485
Libya,Calories,1982,0.622281997
Madagascar,Calories,1982,0.433557713
Malawi,Calories,1982,0.342432874
Malaysia,Calories,1982,0.578300133
Maldives,Calories,1982,0.571172714
Mali,Calories,1982,0.367084424
Malta,Calories,1982,0.647853609
Mauritania,Calories,1982,0.623835497
Mauritius,Calories,1982,0.703499031
Mexico,Calories,1982,0.611810884
Mongolia,Calories,1982,0.587745561
Morocco,Calories,1982,0.578890439
Mozambique,Calories,1982,0.414321952
Myanmar,Calories,1982,0.373142176
Namibia,Calories,1982,0.479222244
Nepal,Calories,1982,0.52834233
Netherlands,Calories,1982,0.658278118
New Caledonia,Calories,1982,0.691522943
New Zealand,Calories,1982,0.67872801
Nicaragua,Calories,1982,0.600111994
Niger,Calories,1982,0.285856337
Nigeria,Calories,1982,0.458777217
Norway,Calories,1982,0.653874152
Pakistan,Calories,1982,0.711616194
Panama,Calories,1982,0.701877972
Paraguay,Calories,1982,0.62364303
Peru,Calories,1982,0.749307754
Philippines,Calories,1982,0.569864893
Poland,Calories,1982,0.590446847
Portugal,Calories,1982,0.677667164
Republic of Korea,Calories,1982,0.536377978
Romania,Calories,1982,0.649631845
Rwanda,Calories,1982,0.277947678
Saint Kitts and Nevis,Calories,1982,0.680283929
Saint Lucia,Calories,1982,0.654260623
Saint Vincent and the Grenadines,Calories,1982,0.692669644
Samoa,Calories,1982,0.462720307
Sao Tome and Principe,Calories,1982,0.555828483
Saudi Arabia,Calories,1982,0.721280783
Senegal,Calories,1982,0.514134836
Seychelles,Calories,1982,0.657010748
Sierra Leone,Calories,1982,0.428922242
Solomon Islands,Calories,1982,0.398782698
South Africa,Calories,1982,0.63325863
Spain,Calories,1982,0.627374166
Sri Lanka,Calories,1982,0.535062243
