CountryName,Abbrev,Measurement,Year,Dominance
Kuwait,Kuwait,Calories,1978,0.299109236
Laos,Lao People's Democratic Republic,Calories,1978,0.799894403
Lebanon,Lebanon,Calories,1978,0.453651685
Lesotho,Lesotho,Calories,1978,0.312386157
Liberia,Liberia,Calories,1978,0.475326866
Libya,Libya,Calories,1978,0.473165389
Madagascar,Madagascar,Calories,1978,0.568918919
Malawi,Malawi,Calories,1978,0.624495289
Malaysia,Malaysia,Calories,1978,0.458021978
Maldives,Maldives,Calories,1978,0.271111111
Mali,Mali,Calories,1978,0.289174868
Malta,Malta,Calories,1978,0.472719523
Mauritania,Mauritania,Calories,1978,0.229007634
Mauritius,Mauritius,Calories,1978,0.323183993
Mexico,Mexico,Calories,1978,0.455490849
Mongolia,Mongolia,Calories,1978,0.71825695
Morocco,Morocco,Calories,1978,0.448124501
Mozambique,Mozambique,Calories,1978,0.429458239
Myanmar,Myanmar,Calories,1978,0.787192118
Namibia,Namibia,Calories,1978,0.20413718
Nepal,Nepal,Calories,1978,0.482424242
Netherlands,Netherlands,Calories,1978,0.271864068
New Caledon.,New Caledonia,Calories,1978,0.283197832
New Zealand,New Zealand,Calories,1978,0.337053571
Nicaragua,Nicaragua,Calories,1978,0.329312425
Niger,Niger,Calories,1978,0.479603087
Nigeria,Nigeria,Calories,1978,0.119366626
Norway,Norway,Calories,1978,0.307844105
Pakistan,Pakistan,Calories,1978,0.519410319
Panama,Panama,Calories,1978,0.245005875
Paraguay,Paraguay,Calories,1978,0.183673469
Peru,Peru,Calories,1978,0.221176471
Philippines,Philippines,Calories,1978,0.442464358
Poland,Poland,Calories,1978,0.325814536
Portugal,Portugal,Calories,1978,0.286637931
South Korea,Republic of Korea,Calories,1978,0.528142905
Romania,Romania,Calories,1978,0.411189358
Rwanda,Rwanda,Calories,1978,0.223345588
St. Kitts,Saint Kitts and Nevis,Calories,1978,0.280474041
Saint Lucia,Saint Lucia,Calories,1978,0.317762399
St. Vincent,Saint Vincent and the Grenadines,Calories,1978,0.284623218
Samoa,Samoa,Calories,1978,0.294147844
Sao Tome,Sao Tome and Principe,Calories,1978,0.223566544
Saudi Arabia,Saudi Arabia,Calories,1978,0.354969574
Senegal,Senegal,Calories,1978,0.27905786
Seychelles,Seychelles,Calories,1978,0.420700309
Sierra Leone,Sierra Leone,Calories,1978,0.508317025
Solomon Isl.,Solomon Islands,Calories,1978,0.305120167
South Africa,South Africa,Calories,1978,0.426879085
Spain,Spain,Calories,1978,0.291025641
Sri Lanka,Sri Lanka,Calories,1978,0.395716946
Sudan,Sudan (former),Calories,1978,0.407065217
Suriname,Suriname,Calories,1978,0.372942387
Swaziland,Swaziland,Calories,1978,0.255624701
Sweden,Sweden,Calories,1978,0.230687831
Switzerland,Switzerland,Calories,1978,0.303255814
Syria,Syrian Arab Republic,Calories,1978,0.532554257
Thailand,Thailand,Calories,1978,0.762568442
Timor-Leste,Timor-Leste,Calories,1978,0.395667047
Togo,Togo,Calories,1978,0.215442765
Trin. & Tob.,Trinidad and Tobago,Calories,1978,0.317397078
Tunisia,Tunisia,Calories,1978,0.617928287
Turkey,Turkey,Calories,1978,0.508312699
Uganda,Uganda,Calories,1978,0.148307105
Un. Arab Em.,United Arab Emirates,Calories,1978,0.362510675
UK,United Kingdom,Calories,1978,0.31865285
Tanzania,United Republic of Tanzania,Calories,1978,0.291788856
USA,United States of America,Calories,1978,0.22675737
Uruguay,Uruguay,Calories,1978,0.423239013
USSR,USSR,Calories,1978,0.405017921
Vanuatu,Vanuatu,Calories,1978,0.283072546
Venezuela,Venezuela (Bolivarian Republic of),Calories,1978,0.216611609
Vietnam,Viet Nam,Calories,1978,0.65274463
Yemen,Yemen,Calories,1978,0.324324324
Yugoslavia,Yugoslav SFR,Calories,1978,0.517031194
Zambia,Zambia,Calories,1978,0.610330766
Zimbabwe,Zimbabwe,Calories,1978,0.545541707
Albania,Albania,Calories,1979,0.466254963
Algeria,Algeria,Calories,1979,0.579729139
Angola,Angola,Calories,1979,0.241671372
Ant. & Barb.,Antigua and Barbuda,Calories,1979,0.301093356
Argentina,Argentina,Calories,1979,0.398044693
Australia,Australia,Calories,1979,0.313228586
Austria,Austria,Calories,1979,0.23131842
Bahamas,Bahamas,Calories,1979,0.216288385
Bangladesh,Bangladesh,Calories,1979,0.769529355
Barbados,Barbados,Calories,1979,0.295938104
Belg-Lux,Belgium-Luxembourg,Calories,1979,0.322277228
Belize,Belize,Calories,1979,0.259174312
Benin,Benin,Calories,1979,0.234930448
Bermuda,Bermuda,Calories,1979,0.220763723
Bolivia,Bolivia (Plurinational State of),Calories,1979,0.275504323
Botswana,Botswana,Calories,1979,0.354453078
Brazil,Brazil,Calories,1979,0.219554031
Brunei Dar.,Brunei Darussalam,Calories,1979,0.347185692
Bulgaria,Bulgaria,Calories,1979,0.512748865
Burkina Faso,Burkina Faso,Calories,1979,0.35710006
Burundi,Burundi,Calories,1979,0.2814739
Cambodia,Cambodia,Calories,1979,0.825659914
Cameroon,Cameroon,Calories,1979,0.179267713
Canada,Canada,Calories,1979,0.269587629
Cape Verde,Cape Verde,Calories,1979,0.453333333
C. Af. Rep,Central African Republic,Calories,1979,0.477375566
Chad,Chad,Calories,1979,0.266134398
Chile,Chile,Calories,1979,0.481085892
China,China,Calories,1979,0.410548087
Colombia,Colombia,Calories,1979,0.230648536
Comoros,Comoros,Calories,1979,0.387978142
Congo,Congo,Calories,1979,0.513283741
Costa Rica,Costa Rica,Calories,1979,0.291625616
Ivory Coast,C“te d'Ivoire,Calories,1979,0.199014405
Cuba,Cuba,Calories,1979,0.271386431
Cyprus,Cyprus,Calories,1979,0.34192607
Czech.,Czechoslovakia,Calories,1979,0.341895483
North Korea,Democratic People's Republic of Korea,Calories,1979,0.40505145
Denmark,Denmark,Calories,1979,0.230402542
Djibouti,Djibouti,Calories,1979,0.28314799
Dominica,Dominica,Calories,1979,0.33870006
Dom. Rep.,Dominican Republic,Calories,1979,0.239744273
Ecuador,Ecuador,Calories,1979,0.262975779
Egypt,Egypt,Calories,1979,0.382296096
El Salvador,El Salvador,Calories,1979,0.404907975
Ethiopia,Ethiopia PDR,Calories,1979,0.160122699
Fiji,Fiji,Calories,1979,0.263266358
Finland,Finland,Calories,1979,0.273211118
France,France,Calories,1979,0.33902439
Frch. Polyn.,French Polynesia,Calories,1979,0.344332855
Gabon,Gabon,Calories,1979,0.20487106
Gambia,Gambia,Calories,1979,0.382318501
Germany,Germany,Calories,1979,0.229070837
Ghana,Ghana,Calories,1979,0.235723772
Greece,Greece,Calories,1979,0.394576012
Grenada,Grenada,Calories,1979,0.321528949
Guatemala,Guatemala,Calories,1979,0.515897436
Guinea,Guinea,Calories,1979,0.297674419
Guinea-Biss.,Guinea-Bissau,Calories,1979,0.390271493
Guyana,Guyana,Calories,1979,0.37222758
Haiti,Haiti,Calories,1979,0.15648855
Honduras,Honduras,Calories,1979,0.489762037
Hungary,Hungary,Calories,1979,0.489823609
Iceland,Iceland,Calories,1979,0.328077623
India,India,Calories,1979,0.319517314
Indonesia,Indonesia,Calories,1979,0.592085979
Iran,Iran (Islamic Republic of),Calories,1979,0.525652174
Ireland,Ireland,Calories,1979,0.346947935
Israel,Israel,Calories,1979,0.409702405
Italy,Italy,Calories,1979,0.448214286
Jamaica,Jamaica,Calories,1979,0.252502275
Japan,Japan,Calories,1979,0.355722492
Jordan,Jordan,Calories,1979,0.511254019
Kenya,Kenya,Calories,1979,0.504573905
Kiribati,Kiribati,Calories,1979,0.295019157
Kuwait,Kuwait,Calories,1979,0.294090701
Laos,Lao People's Democratic Republic,Calories,1979,0.785177229
Lebanon,Lebanon,Calories,1979,0.439868975
Lesotho,Lesotho,Calories,1979,0.378352941
Liberia,Liberia,Calories,1979,0.490456432
Libya,Libya,Calories,1979,0.468280161
Madagascar,Madagascar,Calories,1979,0.5660463
Malawi,Malawi,Calories,1979,0.64516129
Malaysia,Malaysia,Calories,1979,0.465066438
Maldives,Maldives,Calories,1979,0.314122534
Mali,Mali,Calories,1979,0.318696884
Malta,Malta,Calories,1979,0.469879518
Mauritania,Mauritania,Calories,1979,0.202498356
Mauritius,Mauritius,Calories,1979,0.350275307
Mexico,Mexico,Calories,1979,0.449896907
Mongolia,Mongolia,Calories,1979,0.719324026
Morocco,Morocco,Calories,1979,0.449189403
Mozambique,Mozambique,Calories,1979,0.425223214
Myanmar,Myanmar,Calories,1979,0.798383262
Namibia,Namibia,Calories,1979,0.2
Nepal,Nepal,Calories,1979,0.486383787
Netherlands,Netherlands,Calories,1979,0.28111056
New Caledon.,New Caledonia,Calories,1979,0.282618718
New Zealand,New Zealand,Calories,1979,0.343767468
Nicaragua,Nicaragua,Calories,1979,0.330477356
Niger,Niger,Calories,1979,0.450273224
Nigeria,Nigeria,Calories,1979,0.132169576
Norway,Norway,Calories,1979,0.321393523
Pakistan,Pakistan,Calories,1979,0.502759659
Panama,Panama,Calories,1979,0.259128386
Paraguay,Paraguay,Calories,1979,0.17804878
Peru,Peru,Calories,1979,0.202635914
Philippines,Philippines,Calories,1979,0.454266735
Poland,Poland,Calories,1979,0.333055787
Portugal,Portugal,Calories,1979,0.283068783
South Korea,Republic of Korea,Calories,1979,0.514640028
Romania,Romania,Calories,1979,0.410172272
Rwanda,Rwanda,Calories,1979,0.222121896
St. Kitts,Saint Kitts and Nevis,Calories,1979,0.290502793
Saint Lucia,Saint Lucia,Calories,1979,0.343873518
St. Vincent,Saint Vincent and the Grenadines,Calories,1979,0.326637972
Samoa,Samoa,Calories,1979,0.301693176
Sao Tome,Sao Tome and Principe,Calories,1979,0.254787234
Saudi Arabia,Saudi Arabia,Calories,1979,0.329142344
Senegal,Senegal,Calories,1979,0.358281024
Seychelles,Seychelles,Calories,1979,0.42618675
Sierra Leone,Sierra Leone,Calories,1979,0.508893281
Solomon Isl.,Solomon Islands,Calories,1979,0.287809813
South Africa,South Africa,Calories,1979,0.44439834
Spain,Spain,Calories,1979,0.287149435
Sri Lanka,Sri Lanka,Calories,1979,0.384685506
Sudan,Sudan (former),Calories,1979,0.379746835
Suriname,Suriname,Calories,1979,0.329907503
Swaziland,Swaziland,Calories,1979,0.303631961
Sweden,Sweden,Calories,1979,0.234768908
Switzerland,Switzerland,Calories,1979,0.279113626
Syria,Syrian Arab Republic,Calories,1979,0.522295623
Thailand,Thailand,Calories,1979,0.721605917
Timor-Leste,Timor-Leste,Calories,1979,0.371671991
Togo,Togo,Calories,1979,0.212437811
Trin. & Tob.,Trinidad and Tobago,Calories,1979,0.2965041
Tunisia,Tunisia,Calories,1979,0.600870253
Turkey,Turkey,Calories,1979,0.520096187
Uganda,Uganda,Calories,1979,0.237322515
Un. Arab Em.,United Arab Emirates,Calories,1979,0.237602415
UK,United Kingdom,Calories,1979,0.305
Tanzania,United Republic of Tanzania,Calories,1979,0.307913669
USA,United States of America,Calories,1979,0.226364847
Uruguay,Uruguay,Calories,1979,0.381828015
USSR,USSR,Calories,1979,0.404723779
Vanuatu,Vanuatu,Calories,1979,0.269284712
Venezuela,Venezuela (Bolivarian Republic of),Calories,1979,0.220961887
Vietnam,Viet Nam,Calories,1979,0.665757906
Yemen,Yemen,Calories,1979,0.311305298
Yugoslavia,Yugoslav SFR,Calories,1979,0.516012954
Zambia,Zambia,Calories,1979,0.627504554
Zimbabwe,Zimbabwe,Calories,1979,0.549439844
Albania,Albania,Calories,1980,0.475749559
Algeria,Algeria,Calories,1980,0.586892178
Angola,Angola,Calories,1980,0.234826999
Ant. & Barb.,Antigua and Barbuda,Calories,1980,0.277355623
Argentina,Argentina,Calories,1980,0.392493049
Australia,Australia,Calories,1980,0.310703667
Austria,Austria,Calories,1980,0.218316374
Bahamas,Bahamas,Calories,1980,0.227751756
Bangladesh,Bangladesh,Calories,1980,0.732071713
Barbados,Barbados,Calories,1980,0.277602524
Belg-Lux,Belgium-Luxembourg,Calories,1980,0.316550117
Belize,Belize,Calories,1980,0.238822246
Benin,Benin,Calories,1980,0.273074823
Bermuda,Bermuda,Calories,1980,0.221181978
Bolivia,Bolivia (Plurinational State of),Calories,1980,0.24583076
Botswana,Botswana,Calories,1980,0.313620072
Brazil,Brazil,Calories,1980,0.227411611
Brunei Dar.,Brunei Darussalam,Calories,1980,0.309811503
Bulgaria,Bulgaria,Calories,1980,0.520308123
Burkina Faso,Burkina Faso,Calories,1980,0.369131833
Burundi,Burundi,Calories,1980,0.291495902
Cambodia,Cambodia,Calories,1980,0.7785672
Cameroon,Cameroon,Calories,1980,0.170684667
Canada,Canada,Calories,1980,0.281945163
Cape Verde,Cape Verde,Calories,1980,0.429558745
C. Af. Rep,Central African Republic,Calories,1980,0.468065268
Chad,Chad,Calories,1980,0.240677966
Chile,Chile,Calories,1980,0.473357016
China,China,Calories,1980,0.39456467
Colombia,Colombia,Calories,1980,0.23324937
Comoros,Comoros,Calories,1980,0.383492703
Congo,Congo,Calories,1980,0.506179197
Costa Rica,Costa Rica,Calories,1980,0.278012189
Ivory Coast,C“te d'Ivoire,Calories,1980,0.204135338
Cuba,Cuba,Calories,1980,0.259139287
Cyprus,Cyprus,Calories,1980,0.347936831
Czech.,Czechoslovakia,Calories,1980,0.344609833
North Korea,Democratic People's Republic of Korea,Calories,1980,0.353148615
Denmark,Denmark,Calories,1980,0.231846473
Djibouti,Djibouti,Calories,1980,0.276647681
Dominica,Dominica,Calories,1980,0.307566685
Dom. Rep.,Dominican Republic,Calories,1980,0.24042879
Ecuador,Ecuador,Calories,1980,0.247969681
Egypt,Egypt,Calories,1980,0.390400605
El Salvador,El Salvador,Calories,1980,0.398390342
Ethiopia,Ethiopia PDR,Calories,1980,0.184041934
Fiji,Fiji,Calories,1980,0.284921836
Finland,Finland,Calories,1980,0.254690165
France,France,Calories,1980,0.348166259
Frch. Polyn.,French Polynesia,Calories,1980,0.333494208
Gabon,Gabon,Calories,1980,0.213066797
Gambia,Gambia,Calories,1980,0.371671388
Germany,Germany,Calories,1980,0.231612608
Ghana,Ghana,Calories,1980,0.248135593
Greece,Greece,Calories,1980,0.3752503
Grenada,Grenada,Calories,1980,0.314383172
Guatemala,Guatemala,Calories,1980,0.504531722
Guinea,Guinea,Calories,1980,0.292881647
Guinea-Biss.,Guinea-Bissau,Calories,1980,0.363186813
Guyana,Guyana,Calories,1980,0.380497132
Haiti,Haiti,Calories,1980,0.150715072
Honduras,Honduras,Calories,1980,0.493413831
Hungary,Hungary,Calories,1980,0.47032967
Iceland,Iceland,Calories,1980,0.304321363
India,India,Calories,1980,0.339037433
Indonesia,Indonesia,Calories,1980,0.58137302
Iran,Iran (Islamic Republic of),Calories,1980,0.548559671
Ireland,Ireland,Calories,1980,0.340215861
Israel,Israel,Calories,1980,0.413407821
Italy,Italy,Calories,1980,0.441868888
Jamaica,Jamaica,Calories,1980,0.248017621
Japan,Japan,Calories,1980,0.3527063
Jordan,Jordan,Calories,1980,0.493721973
Kenya,Kenya,Calories,1980,0.484804631
Kiribati,Kiribati,Calories,1980,0.301401869
Kuwait,Kuwait,Calories,1980,0.281760436
Laos,Lao People's Democratic Republic,Calories,1980,0.779924852
Lebanon,Lebanon,Calories,1980,0.443820225
Lesotho,Lesotho,Calories,1980,0.36088419
Liberia,Liberia,Calories,1980,0.509005146
Libya,Libya,Calories,1980,0.478555305
Madagascar,Madagascar,Calories,1980,0.565647482
Malawi,Malawi,Calories,1980,0.653502586
Malaysia,Malaysia,Calories,1980,0.450488738
Maldives,Maldives,Calories,1980,0.32199211
Mali,Mali,Calories,1980,0.271698113
Malta,Malta,Calories,1980,0.465384615
Mauritania,Mauritania,Calories,1980,0.209829868
Mauritius,Mauritius,Calories,1980,0.312739668
Mexico,Mexico,Calories,1980,0.421696252
Mongolia,Mongolia,Calories,1980,0.708215297
Morocco,Morocco,Calories,1980,0.469037155
Mozambique,Mozambique,Calories,1980,0.420560748
Myanmar,Myanmar,Calories,1980,0.792533081
Namibia,Namibia,Calories,1980,0.199465241
Nepal,Nepal,Calories,1980,0.477798624
Netherlands,Netherlands,Calories,1980,0.262443439
New Caledon.,New Caledonia,Calories,1980,0.279418446
New Zealand,New Zealand,Calories,1980,0.357593123
Nicaragua,Nicaragua,Calories,1980,0.297493036
Niger,Niger,Calories,1980,0.508401084
Nigeria,Nigeria,Calories,1980,0.161781946
Norway,Norway,Calories,1980,0.324233716
Pakistan,Pakistan,Calories,1980,0.498950682
Panama,Panama,Calories,1980,0.266071429
Paraguay,Paraguay,Calories,1980,0.180623174
Peru,Peru,Calories,1980,0.21070615
Philippines,Philippines,Calories,1980,0.464616886
Poland,Poland,Calories,1980,0.355610561
Portugal,Portugal,Calories,1980,0.263412489
South Korea,Republic of Korea,Calories,1980,0.538790036
Romania,Romania,Calories,1980,0.428103236
Rwanda,Rwanda,Calories,1980,0.221311475
St. Kitts,Saint Kitts and Nevis,Calories,1980,0.3078203
Saint Lucia,Saint Lucia,Calories,1980,0.336201951
St. Vincent,Saint Vincent and the Grenadines,Calories,1980,0.325722274
Samoa,Samoa,Calories,1980,0.289772727
Sao Tome,Sao Tome and Principe,Calories,1980,0.226868792
Saudi Arabia,Saudi Arabia,Calories,1980,0.320247934
Senegal,Senegal,Calories,1980,0.311207311
Seychelles,Seychelles,Calories,1980,0.476442562
Sierra Leone,Sierra Leone,Calories,1980,0.497055937
Solomon Isl.,Solomon Islands,Calories,1980,0.290956072
South Africa,South Africa,Calories,1980,0.43071922
Spain,Spain,Calories,1980,0.305519897
Sri Lanka,Sri Lanka,Calories,1980,0.41092087
Sudan,Sudan (former),Calories,1980,0.381290705
Suriname,Suriname,Calories,1980,0.327964861
Swaziland,Swaziland,Calories,1980,0.29748062
Sweden,Sweden,Calories,1980,0.241108787
Switzerland,Switzerland,Calories,1980,0.282369146
Syria,Syrian Arab Republic,Calories,1980,0.503750493
Thailand,Thailand,Calories,1980,0.703007519
Timor-Leste,Timor-Leste,Calories,1980,0.367591082
Togo,Togo,Calories,1980,0.193867458
Trin. & Tob.,Trinidad and Tobago,Calories,1980,0.282125206
Tunisia,Tunisia,Calories,1980,0.590325019
Turkey,Turkey,Calories,1980,0.52885906
Uganda,Uganda,Calories,1980,0.219279661
Un. Arab Em.,United Arab Emirates,Calories,1980,0.227436823
UK,United Kingdom,Calories,1980,0.3
Tanzania,United Republic of Tanzania,Calories,1980,0.351156069
USA,United States of America,Calories,1980,0.230004519
Uruguay,Uruguay,Calories,1980,0.415376106
USSR,USSR,Calories,1980,0.404068608
Vanuatu,Vanuatu,Calories,1980,0.287223823
Venezuela,Venezuela (Bolivarian Republic of),Calories,1980,0.219115192
Vietnam,Viet Nam,Calories,1980,0.714285714
Yemen,Yemen,Calories,1980,0.313091922
Yugoslavia,Yugoslav SFR,Calories,1980,0.50877809
Zambia,Zambia,Calories,1980,0.631797235
Zimbabwe,Zimbabwe,Calories,1980,0.547641963
Albania,Albania,Calories,1981,0.516544908
Algeria,Algeria,Calories,1981,0.55785473
Angola,Angola,Calories,1981,0.249251049
Ant. & Barb.,Antigua and Barbuda,Calories,1981,0.26121563
Argentina,Argentina,Calories,1981,0.388475836
Australia,Australia,Calories,1981,0.312284164
Austria,Austria,Calories,1981,0.2268431
Bahamas,Bahamas,Calories,1981,0.242220866
Bangladesh,Bangladesh,Calories,1981,0.757438225
Barbados,Barbados,Calories,1981,0.290909091
Belg-Lux,Belgium-Luxembourg,Calories,1981,0.31598513
Belize,Belize,Calories,1981,0.226415094
Benin,Benin,Calories,1981,0.245525727
Bermuda,Bermuda,Calories,1981,0.246498599
Bolivia,Bolivia (Plurinational State of),Calories,1981,0.253486962
Botswana,Botswana,Calories,1981,0.336080047
Brazil,Brazil,Calories,1981,0.214509628
Brunei Dar.,Brunei Darussalam,Calories,1981,0.344041451
Bulgaria,Bulgaria,Calories,1981,0.504854369
Burkina Faso,Burkina Faso,Calories,1981,0.331094694
Burundi,Burundi,Calories,1981,0.282828283
Cambodia,Cambodia,Calories,1981,0.787549971
Cameroon,Cameroon,Calories,1981,0.175012395
Canada,Canada,Calories,1981,0.2462022
Cape Verde,Cape Verde,Calories,1981,0.442640126
C. Af. Rep,Central African Republic,Calories,1981,0.445636958
Chad,Chad,Calories,1981,0.22329428
Chile,Chile,Calories,1981,0.475957257
China,China,Calories,1981,0.389221557
Colombia,Colombia,Calories,1981,0.228885557
Comoros,Comoros,Calories,1981,0.42042042
Congo,Congo,Calories,1981,0.508119434
Costa Rica,Costa Rica,Calories,1981,0.302147971
Ivory Coast,C“te d'Ivoire,Calories,1981,0.206819867
Cuba,Cuba,Calories,1981,0.277650298
Cyprus,Cyprus,Calories,1981,0.350457782
Czech.,Czechoslovakia,Calories,1981,0.346477625
North Korea,Democratic People's Republic of Korea,Calories,1981,0.383799421
Denmark,Denmark,Calories,1981,0.228878648
Djibouti,Djibouti,Calories,1981,0.2568438
Dominica,Dominica,Calories,1981,0.311716621
Dom. Rep.,Dominican Republic,Calories,1981,0.248322148
Ecuador,Ecuador,Calories,1981,0.217168846
Egypt,Egypt,Calories,1981,0.405629737
El Salvador,El Salvador,Calories,1981,0.399111988
Ethiopia,Ethiopia PDR,Calories,1981,0.173513182
Fiji,Fiji,Calories,1981,0.278199292
Finland,Finland,Calories,1981,0.270520231
France,France,Calories,1981,0.338556505
Frch. Polyn.,French Polynesia,Calories,1981,0.334828102
Gabon,Gabon,Calories,1981,0.183431953
Gambia,Gambia,Calories,1981,0.431654676
Germany,Germany,Calories,1981,0.228976234
Ghana,Ghana,Calories,1981,0.267845003
Greece,Greece,Calories,1981,0.375886525
Grenada,Grenada,Calories,1981,0.267589389
Guatemala,Guatemala,Calories,1981,0.511942316
Guinea,Guinea,Calories,1981,0.318163012
Guinea-Biss.,Guinea-Bissau,Calories,1981,0.413043478
Guyana,Guyana,Calories,1981,0.372928177
Haiti,Haiti,Calories,1981,0.140641711
Honduras,Honduras,Calories,1981,0.48423303
Hungary,Hungary,Calories,1981,0.47509058
Iceland,Iceland,Calories,1981,0.313209803
India,India,Calories,1981,0.326583593
Indonesia,Indonesia,Calories,1981,0.564553447
Iran,Iran (Islamic Republic of),Calories,1981,0.520570265
Ireland,Ireland,Calories,1981,0.353693182
Israel,Israel,Calories,1981,0.400473934
Italy,Italy,Calories,1981,0.434652726
Jamaica,Jamaica,Calories,1981,0.258722247
Japan,Japan,Calories,1981,0.357402361
Jordan,Jordan,Calories,1981,0.504424779
Kenya,Kenya,Calories,1981,0.489104116
Kiribati,Kiribati,Calories,1981,0.31660693
Kuwait,Kuwait,Calories,1981,0.283653846
Laos,Lao People's Democratic Republic,Calories,1981,0.77001612
Lebanon,Lebanon,Calories,1981,0.448177946
Lesotho,Lesotho,Calories,1981,0.48415657
Liberia,Liberia,Calories,1981,0.537747786
Libya,Libya,Calories,1981,0.473565804
Madagascar,Madagascar,Calories,1981,0.560429722
Malawi,Malawi,Calories,1981,0.63909427
Malaysia,Malaysia,Calories,1981,0.45672665
Maldives,Maldives,Calories,1981,0.345220406
Mali,Mali,Calories,1981,0.257188498
Malta,Malta,Calories,1981,0.473706712
Mauritania,Mauritania,Calories,1981,0.222153465
Mauritius,Mauritius,Calories,1981,0.288389513
Mexico,Mexico,Calories,1981,0.401795735
Mongolia,Mongolia,Calories,1981,0.714184397
Morocco,Morocco,Calories,1981,0.457826599
Mozambique,Mozambique,Calories,1981,0.425156517
Myanmar,Myanmar,Calories,1981,0.780184332
Namibia,Namibia,Calories,1981,0.191422594
Nepal,Nepal,Calories,1981,0.480757483
Netherlands,Netherlands,Calories,1981,0.274702535
New Caledon.,New Caledonia,Calories,1981,0.29589429
New Zealand,New Zealand,Calories,1981,0.350373349
Nicaragua,Nicaragua,Calories,1981,0.241253264
Niger,Niger,Calories,1981,0.496191513
Nigeria,Nigeria,Calories,1981,0.14244186
Norway,Norway,Calories,1981,0.340940848
Pakistan,Pakistan,Calories,1981,0.486758475
Panama,Panama,Calories,1981,0.289956803
Paraguay,Paraguay,Calories,1981,0.18524173
Peru,Peru,Calories,1981,0.213652944
Philippines,Philippines,Calories,1981,0.478435306
Poland,Poland,Calories,1981,0.378390396
Portugal,Portugal,Calories,1981,0.268663388
South Korea,Republic of Korea,Calories,1981,0.508804109
Romania,Romania,Calories,1981,0.417455743
Rwanda,Rwanda,Calories,1981,0.215497478
St. Kitts,Saint Kitts and Nevis,Calories,1981,0.331778426
Saint Lucia,Saint Lucia,Calories,1981,0.311774461
St. Vincent,Saint Vincent and the Grenadines,Calories,1981,0.337392873
Samoa,Samoa,Calories,1981,0.29702471
Sao Tome,Sao Tome and Principe,Calories,1981,0.207457983
Saudi Arabia,Saudi Arabia,Calories,1981,0.322958771
Senegal,Senegal,Calories,1981,0.304778304
Seychelles,Seychelles,Calories,1981,0.433021807
Sierra Leone,Sierra Leone,Calories,1981,0.48816568
Solomon Isl.,Solomon Islands,Calories,1981,0.287713841
South Africa,South Africa,Calories,1981,0.415320911
Spain,Spain,Calories,1981,0.285966461
Sri Lanka,Sri Lanka,Calories,1981,0.456685499
Sudan,Sudan (former),Calories,1981,0.407407407
Suriname,Suriname,Calories,1981,0.325437693
Swaziland,Swaziland,Calories,1981,0.314437984
Sweden,Sweden,Calories,1981,0.237513284
Switzerland,Switzerland,Calories,1981,0.289689781
Syria,Syrian Arab Republic,Calories,1981,0.49594438
Thailand,Thailand,Calories,1981,0.694353963
Timor-Leste,Timor-Leste,Calories,1981,0.365415124
Togo,Togo,Calories,1981,0.189854345
Trin. & Tob.,Trinidad and Tobago,Calories,1981,0.287642345
Tunisia,Tunisia,Calories,1981,0.583858268
Turkey,Turkey,Calories,1981,0.551603905
Uganda,Uganda,Calories,1981,0.216743708
Un. Arab Em.,United Arab Emirates,Calories,1981,0.196658098
UK,United Kingdom,Calories,1981,0.296859169
Tanzania,United Republic of Tanzania,Calories,1981,0.375366569
USA,United States of America,Calories,1981,0.223404255
Uruguay,Uruguay,Calories,1981,0.393989983
USSR,USSR,Calories,1981,0.404408818
Vanuatu,Vanuatu,Calories,1981,0.303030303
Venezuela,Venezuela (Bolivarian Republic of),Calories,1981,0.202197802
Vietnam,Viet Nam,Calories,1981,0.714360313
Yemen,Yemen,Calories,1981,0.370184255
Yugoslavia,Yugoslav SFR,Calories,1981,0.501219937
Zambia,Zambia,Calories,1981,0.645988806
Zimbabwe,Zimbabwe,Calories,1981,0.538270378
Albania,Albania,Calories,1982,0.488626422
Algeria,Algeria,Calories,1982,0.567023555
Angola,Angola,Calories,1982,0.25504229
Ant. & Barb.,Antigua and Barbuda,Calories,1982,0.276984127
Argentina,Argentina,Calories,1982,0.401034321
Australia,Australia,Calories,1982,0.314833006
Austria,Austria,Calories,1982,0.21221865
Bahamas,Bahamas,Calories,1982,0.219269103
Bangladesh,Bangladesh,Calories,1982,0.746031746
Barbados,Barbados,Calories,1982,0.280983917
Belg-Lux,Belgium-Luxembourg,Calories,1982,0.296579658
Belize,Belize,Calories,1982,0.232123212
Benin,Benin,Calories,1982,0.228776185
Bermuda,Bermuda,Calories,1982,0.252759382
Bolivia,Bolivia (Plurinational State of),Calories,1982,0.238888889
Botswana,Botswana,Calories,1982,0.362529002
Brazil,Brazil,Calories,1982,0.213309828
Brunei Dar.,Brunei Darussalam,Calories,1982,0.330800405
Bulgaria,Bulgaria,Calories,1982,0.498069498
Burkina Faso,Burkina Faso,Calories,1982,0.336144578
Burundi,Burundi,Calories,1982,0.277600849
Cambodia,Cambodia,Calories,1982,0.826112074
Cameroon,Cameroon,Calories,1982,0.168567179
Canada,Canada,Calories,1982,0.274381001
Cape Verde,Cape Verde,Calories,1982,0.415201361
C. Af. Rep,Central African Republic,Calories,1982,0.425790754
Chad,Chad,Calories,1982,0.273735274
Chile,Chile,Calories,1982,0.480662983
China,China,Calories,1982,0.404176334
