CountryName,Abbrev,Measurement,Year,Similarity
Nigeria,Nigeria,Calories,1997,0.419336131
Norway,Norway,Calories,1997,0.647808401
Pakistan,Pakistan,Calories,1997,0.680616483
Panama,Panama,Calories,1997,0.71238889
Paraguay,Paraguay,Calories,1997,0.585800339
Peru,Peru,Calories,1997,0.714279685
Philippines,Philippines,Calories,1997,0.615484925
Poland,Poland,Calories,1997,0.601953132
Portugal,Portugal,Calories,1997,0.69559596
South Korea,Republic of Korea,Calories,1997,0.634535591
Romania,Romania,Calories,1997,0.618575158
Rwanda,Rwanda,Calories,1997,0.301935513
St. Kitts,Saint Kitts and Nevis,Calories,1997,0.71458017
Saint Lucia,Saint Lucia,Calories,1997,0.682863075
St. Vincent,Saint Vincent and the Grenadines,Calories,1997,0.720728794
Samoa,Samoa,Calories,1997,0.497321657
Sao Tome,Sao Tome and Principe,Calories,1997,0.550220975
Saudi Arabia,Saudi Arabia,Calories,1997,0.724844374
Senegal,Senegal,Calories,1997,0.553709949
Seychelles,Seychelles,Calories,1997,0.765774495
Sierra Leone,Sierra Leone,Calories,1997,0.420444997
Solomon Isl.,Solomon Islands,Calories,1997,0.409390961
South Africa,South Africa,Calories,1997,0.661475268
Spain,Spain,Calories,1997,0.648412994
Sri Lanka,Sri Lanka,Calories,1997,0.607651752
Sudan,Sudan (former),Calories,1997,0.407672738
Suriname,Suriname,Calories,1997,0.698616015
Swaziland,Swaziland,Calories,1997,0.603652965
Sweden,Sweden,Calories,1997,0.66873773
Switzerland,Switzerland,Calories,1997,0.690236277
Syria,Syrian Arab Republic,Calories,1997,0.594964212
Thailand,Thailand,Calories,1997,0.533143963
Timor-Leste,Timor-Leste,Calories,1997,0.435388357
Togo,Togo,Calories,1997,0.408082672
Trin. & Tob.,Trinidad and Tobago,Calories,1997,0.716103304
Tunisia,Tunisia,Calories,1997,0.545222662
Turkey,Turkey,Calories,1997,0.615230642
Uganda,Uganda,Calories,1997,0.347489965
Un. Arab Em.,United Arab Emirates,Calories,1997,0.760203417
UK,United Kingdom,Calories,1997,0.659439793
Tanzania,United Republic of Tanzania,Calories,1997,0.435937072
USA,United States of America,Calories,1997,0.653211428
Uruguay,Uruguay,Calories,1997,0.742873246
USSR,USSR,Calories,1997,0.612002015
Vanuatu,Vanuatu,Calories,1997,0.482881084
Venezuela,Venezuela (Bolivarian Republic of),Calories,1997,0.714689409
Vietnam,Viet Nam,Calories,1997,0.417510354
Yemen,Yemen,Calories,1997,0.618885921
Yugoslavia,Yugoslav SFR,Calories,1997,0.675810711
Zambia,Zambia,Calories,1997,0.396731857
Zimbabwe,Zimbabwe,Calories,1997,0.505605097
Albania,Albania,Calories,1998,0.589417145
Algeria,Algeria,Calories,1998,0.526423902
Angola,Angola,Calories,1998,0.453322164
Ant. & Barb.,Antigua and Barbuda,Calories,1998,0.671998569
Argentina,Argentina,Calories,1998,0.66758005
Australia,Australia,Calories,1998,0.698755971
Austria,Austria,Calories,1998,0.67481467
Bahamas,Bahamas,Calories,1998,0.683301687
Bangladesh,Bangladesh,Calories,1998,0.432908056
Barbados,Barbados,Calories,1998,0.757577234
Belg-Lux,Belgium-Luxembourg,Calories,1998,0.671639479
Belize,Belize,Calories,1998,0.769732286
Benin,Benin,Calories,1998,0.392079732
Bermuda,Bermuda,Calories,1998,0.590755143
Bolivia,Bolivia (Plurinational State of),Calories,1998,0.718612565
Botswana,Botswana,Calories,1998,0.596176769
Brazil,Brazil,Calories,1998,0.71261963
Brunei Dar.,Brunei Darussalam,Calories,1998,0.676075217
Bulgaria,Bulgaria,Calories,1998,0.627378373
Burkina Faso,Burkina Faso,Calories,1998,0.329393688
Burundi,Burundi,Calories,1998,0.314660159
Cambodia,Cambodia,Calories,1998,0.355728369
Cameroon,Cameroon,Calories,1998,0.456501982
Canada,Canada,Calories,1998,0.672057319
Cape Verde,Cape Verde,Calories,1998,0.675715732
C. Af. Rep,Central African Republic,Calories,1998,0.345142907
Chad,Chad,Calories,1998,0.336618527
Chile,Chile,Calories,1998,0.713669849
China,China,Calories,1998,0.66923551
Colombia,Colombia,Calories,1998,0.698326544
Comoros,Comoros,Calories,1998,0.393961558
Congo,Congo,Calories,1998,0.527889987
Costa Rica,Costa Rica,Calories,1998,0.71264
Ivory Coast,C“te d'Ivoire,Calories,1998,0.471024505
Cuba,Cuba,Calories,1998,0.698667317
Cyprus,Cyprus,Calories,1998,0.714723576
Czech.,Czechoslovakia,Calories,1998,0.638654549
North Korea,Democratic People's Republic of Korea,Calories,1998,0.54630777
Denmark,Denmark,Calories,1998,0.657771293
Djibouti,Djibouti,Calories,1998,0.705533218
Dominica,Dominica,Calories,1998,0.637324543
Dom. Rep.,Dominican Republic,Calories,1998,0.68297042
Ecuador,Ecuador,Calories,1998,0.670781592
Egypt,Egypt,Calories,1998,0.705020973
El Salvador,El Salvador,Calories,1998,0.59760045
Ethiopia,Ethiopia PDR,Calories,1998,0.410804513
Fiji,Fiji,Calories,1998,0.702930831
Finland,Finland,Calories,1998,0.606913531
France,France,Calories,1998,0.691633832
Frch. Polyn.,French Polynesia,Calories,1998,0.736342144
Gabon,Gabon,Calories,1998,0.588379284
Gambia,Gambia,Calories,1998,0.562804817
Germany,Germany,Calories,1998,0.668560174
Ghana,Ghana,Calories,1998,0.351913258
Greece,Greece,Calories,1998,0.612348444
Grenada,Grenada,Calories,1998,0.698993464
Guatemala,Guatemala,Calories,1998,0.569214349
Guinea,Guinea,Calories,1998,0.489569941
Guinea-Biss.,Guinea-Bissau,Calories,1998,0.417344082
Guyana,Guyana,Calories,1998,0.664550442
Haiti,Haiti,Calories,1998,0.677409214
Honduras,Honduras,Calories,1998,0.547621467
Hungary,Hungary,Calories,1998,0.638454191
Iceland,Iceland,Calories,1998,0.658774151
India,India,Calories,1998,0.707118571
Indonesia,Indonesia,Calories,1998,0.500870567
Iran,Iran (Islamic Republic of),Calories,1998,0.627988571
Ireland,Ireland,Calories,1998,0.656196416
Israel,Israel,Calories,1998,0.724617623
Italy,Italy,Calories,1998,0.64185477
Jamaica,Jamaica,Calories,1998,0.711363071
Japan,Japan,Calories,1998,0.691306099
Jordan,Jordan,Calories,1998,0.696076539
Kenya,Kenya,Calories,1998,0.493621532
Kiribati,Kiribati,Calories,1998,0.582529703
Kuwait,Kuwait,Calories,1998,0.772752264
Laos,Lao People's Democratic Republic,Calories,1998,0.384691969
Lebanon,Lebanon,Calories,1998,0.674582716
Lesotho,Lesotho,Calories,1998,0.480807792
Liberia,Liberia,Calories,1998,0.546607219
Libya,Libya,Calories,1998,0.671227672
Madagascar,Madagascar,Calories,1998,0.438660892
Malawi,Malawi,Calories,1998,0.398291948
Malaysia,Malaysia,Calories,1998,0.65133276
Maldives,Maldives,Calories,1998,0.699086427
Mali,Mali,Calories,1998,0.441518582
Malta,Malta,Calories,1998,0.662654089
Mauritania,Mauritania,Calories,1998,0.692419975
Mauritius,Mauritius,Calories,1998,0.738191409
Mexico,Mexico,Calories,1998,0.592953247
Mongolia,Mongolia,Calories,1998,0.553813382
Morocco,Morocco,Calories,1998,0.605362955
Mozambique,Mozambique,Calories,1998,0.372156504
Myanmar,Myanmar,Calories,1998,0.397866452
Namibia,Namibia,Calories,1998,0.515098906
Nepal,Nepal,Calories,1998,0.584897597
Netherlands,Netherlands,Calories,1998,0.671523355
New Caledon.,New Caledonia,Calories,1998,0.722075974
New Zealand,New Zealand,Calories,1998,0.705084147
Nicaragua,Nicaragua,Calories,1998,0.655384232
Niger,Niger,Calories,1998,0.31650368
Nigeria,Nigeria,Calories,1998,0.428475694
Norway,Norway,Calories,1998,0.641715207
Pakistan,Pakistan,Calories,1998,0.670080234
Panama,Panama,Calories,1998,0.736757526
Paraguay,Paraguay,Calories,1998,0.58065666
Peru,Peru,Calories,1998,0.730063795
Philippines,Philippines,Calories,1998,0.635291135
Poland,Poland,Calories,1998,0.611885259
Portugal,Portugal,Calories,1998,0.700122741
South Korea,Republic of Korea,Calories,1998,0.624487527
Romania,Romania,Calories,1998,0.631366609
Rwanda,Rwanda,Calories,1998,0.2982827
St. Kitts,Saint Kitts and Nevis,Calories,1998,0.712575107
Saint Lucia,Saint Lucia,Calories,1998,0.683260499
St. Vincent,Saint Vincent and the Grenadines,Calories,1998,0.742044185
Samoa,Samoa,Calories,1998,0.492382559
Sao Tome,Sao Tome and Principe,Calories,1998,0.574602841
Saudi Arabia,Saudi Arabia,Calories,1998,0.72235971
Senegal,Senegal,Calories,1998,0.541723337
Seychelles,Seychelles,Calories,1998,0.761372503
Sierra Leone,Sierra Leone,Calories,1998,0.455024752
Solomon Isl.,Solomon Islands,Calories,1998,0.410455364
South Africa,South Africa,Calories,1998,0.657080824
Spain,Spain,Calories,1998,0.651394417
Sri Lanka,Sri Lanka,Calories,1998,0.596000335
Sudan,Sudan (former),Calories,1998,0.402739796
Suriname,Suriname,Calories,1998,0.687563361
Swaziland,Swaziland,Calories,1998,0.603180088
Sweden,Sweden,Calories,1998,0.661433257
Switzerland,Switzerland,Calories,1998,0.695142545
Syria,Syrian Arab Republic,Calories,1998,0.602711009
Thailand,Thailand,Calories,1998,0.540810711
Timor-Leste,Timor-Leste,Calories,1998,0.439354407
Togo,Togo,Calories,1998,0.399611876
Trin. & Tob.,Trinidad and Tobago,Calories,1998,0.738255794
Tunisia,Tunisia,Calories,1998,0.543859498
Turkey,Turkey,Calories,1998,0.612267265
Uganda,Uganda,Calories,1998,0.346046364
Un. Arab Em.,United Arab Emirates,Calories,1998,0.745077156
UK,United Kingdom,Calories,1998,0.671256045
Tanzania,United Republic of Tanzania,Calories,1998,0.435440307
USA,United States of America,Calories,1998,0.655754437
Uruguay,Uruguay,Calories,1998,0.756125474
USSR,USSR,Calories,1998,0.622191249
Vanuatu,Vanuatu,Calories,1998,0.481137815
Venezuela,Venezuela (Bolivarian Republic of),Calories,1998,0.730300282
Vietnam,Viet Nam,Calories,1998,0.424679638
Yemen,Yemen,Calories,1998,0.614414679
Yugoslavia,Yugoslav SFR,Calories,1998,0.676640985
Zambia,Zambia,Calories,1998,0.364707234
Zimbabwe,Zimbabwe,Calories,1998,0.49620933
Albania,Albania,Calories,1999,0.580798184
Algeria,Algeria,Calories,1999,0.532073852
Angola,Angola,Calories,1999,0.457585472
Ant. & Barb.,Antigua and Barbuda,Calories,1999,0.666731646
Argentina,Argentina,Calories,1999,0.676206347
Australia,Australia,Calories,1999,0.702610331
Austria,Austria,Calories,1999,0.67330452
Bahamas,Bahamas,Calories,1999,0.695631974
Bangladesh,Bangladesh,Calories,1999,0.444994926
Barbados,Barbados,Calories,1999,0.763289089
Belg-Lux,Belgium-Luxembourg,Calories,1999,0.675437742
Belize,Belize,Calories,1999,0.765314636
Benin,Benin,Calories,1999,0.391318284
Bermuda,Bermuda,Calories,1999,0.62091887
Bolivia,Bolivia (Plurinational State of),Calories,1999,0.751073943
Botswana,Botswana,Calories,1999,0.619724741
Brazil,Brazil,Calories,1999,0.709026892
Brunei Dar.,Brunei Darussalam,Calories,1999,0.696935125
Bulgaria,Bulgaria,Calories,1999,0.632120094
Burkina Faso,Burkina Faso,Calories,1999,0.337104359
Burundi,Burundi,Calories,1999,0.307775762
Cambodia,Cambodia,Calories,1999,0.368452641
Cameroon,Cameroon,Calories,1999,0.490693916
Canada,Canada,Calories,1999,0.692233661
Cape Verde,Cape Verde,Calories,1999,0.688599633
C. Af. Rep,Central African Republic,Calories,1999,0.346305353
Chad,Chad,Calories,1999,0.305267441
Chile,Chile,Calories,1999,0.714293564
China,China,Calories,1999,0.660801634
Colombia,Colombia,Calories,1999,0.69606212
Comoros,Comoros,Calories,1999,0.402877181
Congo,Congo,Calories,1999,0.529667664
Costa Rica,Costa Rica,Calories,1999,0.702050276
Ivory Coast,C“te d'Ivoire,Calories,1999,0.466847747
Cuba,Cuba,Calories,1999,0.690877222
Cyprus,Cyprus,Calories,1999,0.713392671
Czech.,Czechoslovakia,Calories,1999,0.646298141
North Korea,Democratic People's Republic of Korea,Calories,1999,0.550649844
Denmark,Denmark,Calories,1999,0.669168009
Djibouti,Djibouti,Calories,1999,0.697553743
Dominica,Dominica,Calories,1999,0.656812242
Dom. Rep.,Dominican Republic,Calories,1999,0.684880652
Ecuador,Ecuador,Calories,1999,0.642583496
Egypt,Egypt,Calories,1999,0.71120064
El Salvador,El Salvador,Calories,1999,0.606094176
Ethiopia,Ethiopia PDR,Calories,1999,0.415522744
Fiji,Fiji,Calories,1999,0.722568689
Finland,Finland,Calories,1999,0.625622771
France,France,Calories,1999,0.696612313
Frch. Polyn.,French Polynesia,Calories,1999,0.725657455
Gabon,Gabon,Calories,1999,0.604166223
Gambia,Gambia,Calories,1999,0.570334929
Germany,Germany,Calories,1999,0.672538946
Ghana,Ghana,Calories,1999,0.370334887
Greece,Greece,Calories,1999,0.611797916
Grenada,Grenada,Calories,1999,0.691319599
Guatemala,Guatemala,Calories,1999,0.574109938
Guinea,Guinea,Calories,1999,0.485007602
Guinea-Biss.,Guinea-Bissau,Calories,1999,0.43284175
Guyana,Guyana,Calories,1999,0.675434355
Haiti,Haiti,Calories,1999,0.671898292
Honduras,Honduras,Calories,1999,0.56792439
Hungary,Hungary,Calories,1999,0.655618439
Iceland,Iceland,Calories,1999,0.669001277
India,India,Calories,1999,0.714487334
Indonesia,Indonesia,Calories,1999,0.494739631
Iran,Iran (Islamic Republic of),Calories,1999,0.628720774
Ireland,Ireland,Calories,1999,0.653354301
Israel,Israel,Calories,1999,0.723664796
Italy,Italy,Calories,1999,0.634378029
Jamaica,Jamaica,Calories,1999,0.718096971
Japan,Japan,Calories,1999,0.689912984
Jordan,Jordan,Calories,1999,0.699278958
Kenya,Kenya,Calories,1999,0.517396394
Kiribati,Kiribati,Calories,1999,0.575535364
Kuwait,Kuwait,Calories,1999,0.783887768
Laos,Lao People's Democratic Republic,Calories,1999,0.386640756
Lebanon,Lebanon,Calories,1999,0.67785981
Lesotho,Lesotho,Calories,1999,0.480315382
Liberia,Liberia,Calories,1999,0.542104461
Libya,Libya,Calories,1999,0.677032401
Madagascar,Madagascar,Calories,1999,0.445637811
Malawi,Malawi,Calories,1999,0.38856646
Malaysia,Malaysia,Calories,1999,0.645108169
Maldives,Maldives,Calories,1999,0.694174505
Mali,Mali,Calories,1999,0.446103908
Malta,Malta,Calories,1999,0.670025487
Mauritania,Mauritania,Calories,1999,0.680193497
Mauritius,Mauritius,Calories,1999,0.756361047
Mexico,Mexico,Calories,1999,0.595300328
Mongolia,Mongolia,Calories,1999,0.538299744
Morocco,Morocco,Calories,1999,0.607899451
Mozambique,Mozambique,Calories,1999,0.376736601
Myanmar,Myanmar,Calories,1999,0.424613179
Namibia,Namibia,Calories,1999,0.541759192
Nepal,Nepal,Calories,1999,0.592674022
Netherlands,Netherlands,Calories,1999,0.659201662
New Caledon.,New Caledonia,Calories,1999,0.729102091
New Zealand,New Zealand,Calories,1999,0.695912926
Nicaragua,Nicaragua,Calories,1999,0.646880631
Niger,Niger,Calories,1999,0.285590474
Nigeria,Nigeria,Calories,1999,0.437644204
Norway,Norway,Calories,1999,0.652903664
Pakistan,Pakistan,Calories,1999,0.682801969
Panama,Panama,Calories,1999,0.723043128
Paraguay,Paraguay,Calories,1999,0.573666995
Peru,Peru,Calories,1999,0.708659319
Philippines,Philippines,Calories,1999,0.603310046
Poland,Poland,Calories,1999,0.604863564
Portugal,Portugal,Calories,1999,0.70744137
South Korea,Republic of Korea,Calories,1999,0.639301531
Romania,Romania,Calories,1999,0.631828107
Rwanda,Rwanda,Calories,1999,0.287549619
St. Kitts,Saint Kitts and Nevis,Calories,1999,0.725125925
Saint Lucia,Saint Lucia,Calories,1999,0.700169919
St. Vincent,Saint Vincent and the Grenadines,Calories,1999,0.737665805
Samoa,Samoa,Calories,1999,0.505101894
Sao Tome,Sao Tome and Principe,Calories,1999,0.573442862
Saudi Arabia,Saudi Arabia,Calories,1999,0.721584939
Senegal,Senegal,Calories,1999,0.535607751
Seychelles,Seychelles,Calories,1999,0.747925752
Sierra Leone,Sierra Leone,Calories,1999,0.433461246
Solomon Isl.,Solomon Islands,Calories,1999,0.409975821
South Africa,South Africa,Calories,1999,0.661661261
Spain,Spain,Calories,1999,0.651966724
Sri Lanka,Sri Lanka,Calories,1999,0.606905614
Sudan,Sudan (former),Calories,1999,0.378568605
Suriname,Suriname,Calories,1999,0.691669164
Swaziland,Swaziland,Calories,1999,0.607339656
Sweden,Sweden,Calories,1999,0.664247417
Switzerland,Switzerland,Calories,1999,0.693139249
Syria,Syrian Arab Republic,Calories,1999,0.611226012
Thailand,Thailand,Calories,1999,0.539476225
Timor-Leste,Timor-Leste,Calories,1999,0.434507611
Togo,Togo,Calories,1999,0.41186164
Trin. & Tob.,Trinidad and Tobago,Calories,1999,0.739591687
Tunisia,Tunisia,Calories,1999,0.554193217
Turkey,Turkey,Calories,1999,0.607036465
Uganda,Uganda,Calories,1999,0.35299377
Un. Arab Em.,United Arab Emirates,Calories,1999,0.739380183
UK,United Kingdom,Calories,1999,0.66529406
Tanzania,United Republic of Tanzania,Calories,1999,0.439942683
USA,United States of America,Calories,1999,0.663252239
Uruguay,Uruguay,Calories,1999,0.749906659
USSR,USSR,Calories,1999,0.624904829
Vanuatu,Vanuatu,Calories,1999,0.48225084
Venezuela,Venezuela (Bolivarian Republic of),Calories,1999,0.729769205
Vietnam,Viet Nam,Calories,1999,0.435410074
Yemen,Yemen,Calories,1999,0.637788156
Yugoslavia,Yugoslav SFR,Calories,1999,0.683447895
Zambia,Zambia,Calories,1999,0.374158257
Zimbabwe,Zimbabwe,Calories,1999,0.484459731
Albania,Albania,Calories,2000,0.616783309
Algeria,Algeria,Calories,2000,0.5936382
Angola,Angola,Calories,2000,0.458724823
Ant. & Barb.,Antigua and Barbuda,Calories,2000,0.675842558
Argentina,Argentina,Calories,2000,0.67506504
Australia,Australia,Calories,2000,0.701934595
Austria,Austria,Calories,2000,0.663966338
Bahamas,Bahamas,Calories,2000,0.698258247
Bangladesh,Bangladesh,Calories,2000,0.433186866
Barbados,Barbados,Calories,2000,0.765177101
Belg-Lux,Belgium-Luxembourg,Calories,2000,0.666421099
Belize,Belize,Calories,2000,0.773168058
Benin,Benin,Calories,2000,0.37302184
Bermuda,Bermuda,Calories,2000,0.613804887
Bolivia,Bolivia (Plurinational State of),Calories,2000,0.763919208
Botswana,Botswana,Calories,2000,0.606351047
Brazil,Brazil,Calories,2000,0.699604716
Brunei Dar.,Brunei Darussalam,Calories,2000,0.710229853
Bulgaria,Bulgaria,Calories,2000,0.649420409
Burkina Faso,Burkina Faso,Calories,2000,0.346925926
Burundi,Burundi,Calories,2000,0.310068613
Cambodia,Cambodia,Calories,2000,0.360677924
Cameroon,Cameroon,Calories,2000,0.487106807
Canada,Canada,Calories,2000,0.698801706
Cape Verde,Cape Verde,Calories,2000,0.69575592
C. Af. Rep,Central African Republic,Calories,2000,0.367241111
Chad,Chad,Calories,2000,0.317043739
Chile,Chile,Calories,2000,0.719117982
China,China,Calories,2000,0.655230399
Colombia,Colombia,Calories,2000,0.698852935
Comoros,Comoros,Calories,2000,0.388487605
Congo,Congo,Calories,2000,0.540828877
Costa Rica,Costa Rica,Calories,2000,0.690389051
Ivory Coast,C“te d'Ivoire,Calories,2000,0.463573478
Cuba,Cuba,Calories,2000,0.708940107
Cyprus,Cyprus,Calories,2000,0.710230836
Czech.,Czechoslovakia,Calories,2000,0.64126666
North Korea,Democratic People's Republic of Korea,Calories,2000,0.571582755
Denmark,Denmark,Calories,2000,0.659182447
Djibouti,Djibouti,Calories,2000,0.69454265
Dominica,Dominica,Calories,2000,0.679639284
Dom. Rep.,Dominican Republic,Calories,2000,0.680842289
Ecuador,Ecuador,Calories,2000,0.610700763
Egypt,Egypt,Calories,2000,0.71475607
El Salvador,El Salvador,Calories,2000,0.62243908
Ethiopia,Ethiopia PDR,Calories,2000,0.43570449
Fiji,Fiji,Calories,2000,0.703837938
Finland,Finland,Calories,2000,0.638034955
France,France,Calories,2000,0.697416631
Frch. Polyn.,French Polynesia,Calories,2000,0.714752852
Gabon,Gabon,Calories,2000,0.600487213
Gambia,Gambia,Calories,2000,0.562312394
Germany,Germany,Calories,2000,0.662784687
Ghana,Ghana,Calories,2000,0.391381559
Greece,Greece,Calories,2000,0.612656443
Grenada,Grenada,Calories,2000,0.692825957
Guatemala,Guatemala,Calories,2000,0.58189543
Guinea,Guinea,Calories,2000,0.483705187
Guinea-Biss.,Guinea-Bissau,Calories,2000,0.465827954
Guyana,Guyana,Calories,2000,0.677746072
Haiti,Haiti,Calories,2000,0.67865509
Honduras,Honduras,Calories,2000,0.578342081
Hungary,Hungary,Calories,2000,0.646664408
Iceland,Iceland,Calories,2000,0.674391988
India,India,Calories,2000,0.703943084
Indonesia,Indonesia,Calories,2000,0.514194812
Iran,Iran (Islamic Republic of),Calories,2000,0.628677029
Ireland,Ireland,Calories,2000,0.656718634
Israel,Israel,Calories,2000,0.726467194
Italy,Italy,Calories,2000,0.633385334
Jamaica,Jamaica,Calories,2000,0.711640028
Japan,Japan,Calories,2000,0.687209081
Jordan,Jordan,Calories,2000,0.716832137
Kenya,Kenya,Calories,2000,0.529692701
Kiribati,Kiribati,Calories,2000,0.576644637
Kuwait,Kuwait,Calories,2000,0.781603386
Laos,Lao People's Democratic Republic,Calories,2000,0.392460972
Lebanon,Lebanon,Calories,2000,0.675930669
Lesotho,Lesotho,Calories,2000,0.477097079
Liberia,Liberia,Calories,2000,0.500614601
Libya,Libya,Calories,2000,0.671454782
Madagascar,Madagascar,Calories,2000,0.444537606
Malawi,Malawi,Calories,2000,0.386407623
Malaysia,Malaysia,Calories,2000,0.655012067
Maldives,Maldives,Calories,2000,0.691308247
Mali,Mali,Calories,2000,0.438163412
Malta,Malta,Calories,2000,0.667391022
Mauritania,Mauritania,Calories,2000,0.712250977
Mauritius,Mauritius,Calories,2000,0.759830612
Mexico,Mexico,Calories,2000,0.595108497
Mongolia,Mongolia,Calories,2000,0.572288722
Morocco,Morocco,Calories,2000,0.624106789
Mozambique,Mozambique,Calories,2000,0.391256608
Myanmar,Myanmar,Calories,2000,0.415536696
Namibia,Namibia,Calories,2000,0.548500967
Nepal,Nepal,Calories,2000,0.599827053
Netherlands,Netherlands,Calories,2000,0.655902793
New Caledon.,New Caledonia,Calories,2000,0.715377166
New Zealand,New Zealand,Calories,2000,0.709283037
Nicaragua,Nicaragua,Calories,2000,0.643596973
Niger,Niger,Calories,2000,0.300129235
Nigeria,Nigeria,Calories,2000,0.444142213
Norway,Norway,Calories,2000,0.65860515
Pakistan,Pakistan,Calories,2000,0.681451572
Panama,Panama,Calories,2000,0.744122455
Paraguay,Paraguay,Calories,2000,0.585727277
Peru,Peru,Calories,2000,0.715978905
Philippines,Philippines,Calories,2000,0.597309096
Poland,Poland,Calories,2000,0.603516683
Portugal,Portugal,Calories,2000,0.71741354
South Korea,Republic of Korea,Calories,2000,0.641715568
Romania,Romania,Calories,2000,0.633332996
Rwanda,Rwanda,Calories,2000,0.293423007
St. Kitts,Saint Kitts and Nevis,Calories,2000,0.733643114
Saint Lucia,Saint Lucia,Calories,2000,0.703266876
St. Vincent,Saint Vincent and the Grenadines,Calories,2000,0.754182381
Samoa,Samoa,Calories,2000,0.532441619
Sao Tome,Sao Tome and Principe,Calories,2000,0.56857006
Saudi Arabia,Saudi Arabia,Calories,2000,0.727009662
Senegal,Senegal,Calories,2000,0.518775466
Seychelles,Seychelles,Calories,2000,0.755579422
Sierra Leone,Sierra Leone,Calories,2000,0.421707914
Solomon Isl.,Solomon Islands,Calories,2000,0.400247793
South Africa,South Africa,Calories,2000,0.655654838
Spain,Spain,Calories,2000,0.649974867
Sri Lanka,Sri Lanka,Calories,2000,0.595739092
Sudan,Sudan (former),Calories,2000,0.39813976
Suriname,Suriname,Calories,2000,0.686706061
Swaziland,Swaziland,Calories,2000,0.625129533
Sweden,Sweden,Calories,2000,0.649966215
Switzerland,Switzerland,Calories,2000,0.688021073
Syria,Syrian Arab Republic,Calories,2000,0.61967106
Thailand,Thailand,Calories,2000,0.515574962
Timor-Leste,Timor-Leste,Calories,2000,0.439041887
Togo,Togo,Calories,2000,0.386765652
Trin. & Tob.,Trinidad and Tobago,Calories,2000,0.735156821
Tunisia,Tunisia,Calories,2000,0.558730486
Turkey,Turkey,Calories,2000,0.608767312
Uganda,Uganda,Calories,2000,0.361520348
Un. Arab Em.,United Arab Emirates,Calories,2000,0.747483132
UK,United Kingdom,Calories,2000,0.665525606
Tanzania,United Republic of Tanzania,Calories,2000,0.449742364
USA,United States of America,Calories,2000,0.651952515
Uruguay,Uruguay,Calories,2000,0.757210059
USSR,USSR,Calories,2000,0.62756917
Vanuatu,Vanuatu,Calories,2000,0.483324002
Venezuela,Venezuela (Bolivarian Republic of),Calories,2000,0.719563854
Vietnam,Viet Nam,Calories,2000,0.44603215
Yemen,Yemen,Calories,2000,0.662941277
Yugoslavia,Yugoslav SFR,Calories,2000,0.692516367
Zambia,Zambia,Calories,2000,0.408148416
Zimbabwe,Zimbabwe,Calories,2000,0.4814467
Albania,Albania,Calories,2001,0.607624468
Algeria,Algeria,Calories,2001,0.585268533
Angola,Angola,Calories,2001,0.46248189
Ant. & Barb.,Antigua and Barbuda,Calories,2001,0.668384786
Argentina,Argentina,Calories,2001,0.685062226
Australia,Australia,Calories,2001,0.692555368
Austria,Austria,Calories,2001,0.677410083
Bahamas,Bahamas,Calories,2001,0.698953814
Bangladesh,Bangladesh,Calories,2001,0.416619324
Barbados,Barbados,Calories,2001,0.77138847
Belg-Lux,Belgium-Luxembourg,Calories,2001,0.670344142
Belize,Belize,Calories,2001,0.768087675
Benin,Benin,Calories,2001,0.3789847
Bermuda,Bermuda,Calories,2001,0.616588497
Bolivia,Bolivia (Plurinational State of),Calories,2001,0.767536941
Botswana,Botswana,Calories,2001,0.604755314
Brazil,Brazil,Calories,2001,0.71307213
Brunei Dar.,Brunei Darussalam,Calories,2001,0.721678327
Bulgaria,Bulgaria,Calories,2001,0.655580797
Burkina Faso,Burkina Faso,Calories,2001,0.321641627
Burundi,Burundi,Calories,2001,0.30266865
Cambodia,Cambodia,Calories,2001,0.3707717
Cameroon,Cameroon,Calories,2001,0.516165442
Canada,Canada,Calories,2001,0.69679958
Cape Verde,Cape Verde,Calories,2001,0.719042931
C. Af. Rep,Central African Republic,Calories,2001,0.345007371
Chad,Chad,Calories,2001,0.306467287
Chile,Chile,Calories,2001,0.717540641
China,China,Calories,2001,0.657840852
Colombia,Colombia,Calories,2001,0.70333018
Comoros,Comoros,Calories,2001,0.425172505
Congo,Congo,Calories,2001,0.554703042
Costa Rica,Costa Rica,Calories,2001,0.704895452
Ivory Coast,C“te d'Ivoire,Calories,2001,0.467855682
Cuba,Cuba,Calories,2001,0.710054447
Cyprus,Cyprus,Calories,2001,0.707429024
Czech.,Czechoslovakia,Calories,2001,0.642725105
North Korea,Democratic People's Republic of Korea,Calories,2001,0.574312822
Denmark,Denmark,Calories,2001,0.654633868
Djibouti,Djibouti,Calories,2001,0.690926252
Dominica,Dominica,Calories,2001,0.688887503
Dom. Rep.,Dominican Republic,Calories,2001,0.673903759
Ecuador,Ecuador,Calories,2001,0.642722768
Egypt,Egypt,Calories,2001,0.7084922
El Salvador,El Salvador,Calories,2001,0.618139012
Ethiopia,Ethiopia PDR,Calories,2001,0.447561816
Fiji,Fiji,Calories,2001,0.719648283
Finland,Finland,Calories,2001,0.649713405
France,France,Calories,2001,0.702063329
Frch. Polyn.,French Polynesia,Calories,2001,0.713232856
Gabon,Gabon,Calories,2001,0.609835868
Gambia,Gambia,Calories,2001,0.54189251
Germany,Germany,Calories,2001,0.679928552
Ghana,Ghana,Calories,2001,0.395035899
Greece,Greece,Calories,2001,0.613902018
